Rolling Window,Stop Loss Points,Take Profit Points,Exposure Time (%),Final Account Balance ($),Equity Peak ($),Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Sharpe Ratio Float
30,4,24,1.93,"12,874.08","13,576.84",157.48,26.92,43.59,1.63,908,194,714,21.37,1.52,0.36,15.81,3.89,-6.93,-6.93,0.96,0.34,0.36
30,4,21,2.00,"12,491.92","13,148.64",149.84,25.96,43.59,1.56,942,220,722,23.35,1.49,0.36,14.05,3.95,-6.57,-6.57,0.96,0.33,0.36
30,10,19,1.70,"13,751.72","14,602.04",175.03,29.05,43.59,1.87,797,342,455,42.91,1.38,0.36,6.87,3.25,-8.93,-8.93,0.96,0.35,0.36
25,9,20,1.73,"13,998.12","14,429.68",179.96,29.63,43.28,1.89,812,321,491,39.53,1.40,0.36,7.78,4.17,-7.10,-7.10,0.96,0.35,0.36
10,4,23,2.42,"13,520.12","14,054.36",170.40,28.48,43.91,1.73,1137,242,895,21.28,1.45,0.36,13.68,3.16,-9.02,-9.02,0.96,0.29,0.36
25,7,13,2.10,"12,131.12","12,690.00",142.62,25.03,43.28,1.50,987,429,558,43.47,1.35,0.36,6.38,3.80,-6.58,-6.58,0.96,0.33,0.36
25,4,24,1.97,"12,793.00","13,538.24",155.86,26.72,43.28,1.66,925,196,729,21.19,1.50,0.36,15.41,3.68,-7.26,-7.26,0.96,0.33,0.36
10,4,21,2.47,"13,444.12","13,813.24",168.88,28.29,43.91,1.70,1162,265,897,22.81,1.44,0.36,12.94,3.48,-8.12,-8.12,0.96,0.28,0.36
30,7,18,1.88,"13,213.84","13,962.84",164.28,27.76,43.59,1.68,884,322,562,36.43,1.40,0.36,8.46,3.67,-7.57,-7.57,0.96,0.35,0.36
30,7,16,1.96,"12,635.44","13,184.40",152.71,26.32,43.59,1.60,919,356,563,38.74,1.37,0.36,7.47,3.65,-7.21,-7.21,0.96,0.34,0.36
25,4,29,1.86,"13,868.72","14,491.40",177.37,29.33,43.28,1.80,872,166,706,19.04,1.59,0.36,19.36,4.67,-6.28,-6.28,0.96,0.34,0.36
25,4,28,1.88,"13,743.84","14,345.68",174.88,29.03,43.28,1.81,884,172,712,19.46,1.58,0.36,18.67,4.74,-6.13,-6.13,0.96,0.34,0.36
25,4,27,1.89,"13,552.64","14,179.48",171.05,28.58,43.28,1.78,889,177,712,19.91,1.57,0.36,18.01,4.53,-6.31,-6.31,0.96,0.34,0.36
15,4,26,2.04,"13,880.84","14,575.16",177.62,29.35,43.82,1.78,959,195,764,20.33,1.55,0.36,17.20,3.95,-7.43,-7.43,0.96,0.32,0.36
10,4,11,2.89,"11,438.60","11,507.72",128.77,23.18,43.91,1.32,1360,471,889,34.63,1.34,0.36,7.44,4.36,-5.32,-5.32,0.96,0.26,0.36
25,9,18,1.81,"13,304.76","13,558.80",166.10,27.98,43.28,1.83,851,353,498,41.48,1.36,0.35,6.80,3.32,-8.42,-8.42,0.96,0.35,0.35
30,10,17,1.80,"13,323.44","13,736.24",166.47,28.02,43.59,1.81,844,382,462,45.26,1.35,0.35,6.14,3.78,-7.41,-7.41,0.96,0.35,0.35
30,4,26,1.87,"13,158.80","13,789.40",163.18,27.62,43.59,1.74,880,179,701,20.34,1.55,0.35,17.21,4.29,-6.44,-6.44,0.96,0.34,0.35
15,7,14,2.22,"12,420.44","12,922.28",148.41,25.78,43.82,1.57,1044,431,613,41.28,1.33,0.35,6.32,4.27,-6.03,-6.03,0.96,0.31,0.35
15,5,22,2.07,"12,974.72","13,375.20",159.49,27.17,43.82,1.74,972,248,724,25.51,1.42,0.35,11.39,3.40,-7.98,-7.98,0.96,0.32,0.35
10,4,22,2.45,"13,052.76","13,627.00",161.06,27.34,43.91,1.71,1151,250,901,21.72,1.42,0.35,12.68,2.96,-9.23,-9.23,0.96,0.28,0.35
20,9,19,1.82,"13,437.28","13,960.16",168.75,28.30,43.21,1.83,853,342,511,40.09,1.36,0.35,6.93,3.53,-8.03,-8.03,0.96,0.34,0.35
30,7,20,1.80,"13,553.48","14,171.24",171.07,28.58,43.59,1.81,848,291,557,34.32,1.42,0.35,9.31,4.55,-6.28,-6.28,0.96,0.35,0.35
15,7,21,1.94,"13,705.36","14,282.16",174.11,28.94,43.82,1.90,911,298,613,32.71,1.39,0.35,8.92,4.09,-7.08,-7.08,0.96,0.33,0.35
20,6,13,2.25,"11,720.56","12,166.12",134.41,23.95,43.21,1.47,1056,418,638,39.58,1.34,0.35,6.61,3.93,-6.10,-6.10,0.96,0.32,0.35
10,8,19,2.21,"14,074.12","14,242.24",181.48,29.78,43.91,1.98,1037,384,653,37.03,1.34,0.35,6.98,3.92,-7.61,-7.61,0.96,0.30,0.35
20,6,15,2.18,"12,070.24","12,619.56",141.40,24.88,43.21,1.53,1024,372,652,36.33,1.35,0.35,7.30,4.09,-6.08,-6.08,0.96,0.32,0.35
10,8,18,2.26,"13,675.60","13,756.20",173.51,28.85,43.91,1.91,1060,403,657,38.02,1.32,0.35,6.49,3.87,-7.45,-7.45,0.96,0.30,0.35
25,8,21,1.73,"13,915.64","14,518.40",178.31,29.44,43.28,1.94,814,293,521,36.00,1.41,0.35,8.78,4.18,-7.04,-7.04,0.96,0.35,0.35
20,8,15,2.03,"12,535.80","13,022.68",150.72,26.07,43.21,1.64,955,408,547,42.72,1.33,0.35,6.14,4.32,-6.04,-6.04,0.96,0.33,0.35
15,8,21,1.86,"14,445.00","14,780.36",188.90,30.66,43.82,2.00,875,314,561,35.89,1.41,0.35,8.66,3.55,-8.64,-8.64,0.96,0.34,0.35
20,6,20,1.97,"13,251.76","13,873.52",165.04,27.85,43.21,1.75,926,286,640,30.89,1.41,0.35,9.80,3.89,-7.15,-7.15,0.96,0.33,0.35
25,10,17,1.82,"13,248.56","13,712.60",164.97,27.84,43.28,1.79,856,386,470,45.09,1.34,0.35,6.00,3.74,-7.44,-7.44,0.96,0.34,0.35
20,7,13,2.17,"11,998.96","12,530.32",139.98,24.69,43.21,1.53,1021,440,581,43.10,1.33,0.35,6.06,3.83,-6.45,-6.45,0.96,0.32,0.35
20,10,19,1.78,"13,390.88","14,249.92",167.82,28.19,43.21,1.88,838,354,484,42.24,1.34,0.35,6.28,3.02,-9.35,-9.35,0.96,0.34,0.35
20,10,17,1.88,"13,298.84","13,730.36",165.98,27.96,43.21,1.81,884,397,487,44.91,1.33,0.35,5.85,3.42,-8.19,-8.19,0.96,0.34,0.35
25,4,26,1.91,"13,118.96","13,792.04",162.38,27.53,43.28,1.77,896,181,715,20.20,1.53,0.35,16.87,4.08,-6.75,-6.75,0.96,0.34,0.35
25,4,25,1.95,"13,094.16","13,813.48",161.88,27.47,43.28,1.73,916,190,726,20.74,1.52,0.35,16.29,3.92,-7.00,-7.00,0.96,0.33,0.35
20,4,21,2.11,"12,347.40","13,046.60",146.95,25.59,43.21,1.60,990,227,763,22.93,1.45,0.35,13.19,3.65,-7.02,-7.02,0.96,0.32,0.35
20,4,25,2.01,"13,058.20","13,777.52",161.16,27.38,43.21,1.75,945,194,751,20.53,1.51,0.35,15.78,3.90,-7.02,-7.02,0.96,0.33,0.35
30,6,18,1.96,"12,467.96","13,068.48",149.36,25.90,43.59,1.62,921,302,619,32.79,1.39,0.35,8.78,3.90,-6.64,-6.64,0.96,0.34,0.35
30,5,20,1.96,"12,609.20","13,254.68",152.18,26.26,43.59,1.63,920,254,666,27.61,1.44,0.35,11.19,3.65,-7.18,-7.18,0.96,0.33,0.35
25,5,20,2.00,"12,761.88","13,459.84",155.24,26.64,43.28,1.64,938,259,679,27.61,1.44,0.35,11.20,4.00,-6.65,-6.65,0.96,0.33,0.35
20,4,27,1.95,"13,401.68","14,028.52",168.03,28.21,43.21,1.80,918,180,738,19.61,1.54,0.35,17.23,4.43,-6.38,-6.38,0.96,0.33,0.35
20,4,28,1.94,"13,629.12","14,230.96",172.58,28.76,43.21,1.85,912,175,737,19.19,1.55,0.35,17.96,4.65,-6.18,-6.18,0.96,0.33,0.35
15,6,13,2.34,"12,118.48","12,595.28",142.37,25.00,43.82,1.50,1098,436,662,39.71,1.34,0.35,6.73,3.98,-6.28,-6.28,0.96,0.31,0.35
20,4,29,1.92,"13,439.00","14,082.92",168.78,28.30,43.21,1.84,900,167,733,18.56,1.54,0.35,18.03,4.28,-6.61,-6.61,0.96,0.33,0.35
20,4,30,1.90,"13,593.92","14,187.84",171.88,28.67,43.21,1.87,892,162,730,18.16,1.55,0.35,18.68,4.56,-6.28,-6.28,0.96,0.33,0.35
25,5,12,2.29,"11,360.76","11,720.04",127.22,22.98,43.28,1.36,1076,407,669,37.83,1.36,0.35,7.37,4.10,-5.61,-5.61,0.96,0.31,0.35
25,6,13,2.18,"11,801.48","12,247.04",136.03,24.17,43.28,1.45,1023,408,615,39.88,1.35,0.35,6.90,4.16,-5.81,-5.81,0.96,0.32,0.35
30,8,20,1.74,"13,908.16","14,449.68",178.16,29.42,43.59,1.90,816,304,512,37.25,1.42,0.35,8.69,4.21,-6.98,-6.98,0.96,0.36,0.35
30,6,19,1.91,"12,946.48","13,570.76",158.93,27.10,43.59,1.68,898,288,610,32.07,1.42,0.35,9.63,4.36,-6.21,-6.21,0.96,0.34,0.35
15,5,28,1.92,"14,001.52","14,281.72",180.03,29.64,43.82,1.97,902,198,704,21.95,1.49,0.35,14.59,3.54,-8.36,-8.36,0.96,0.33,0.35
15,10,20,1.83,"14,286.08","14,653.88",185.72,30.30,43.82,2.04,858,355,503,41.38,1.36,0.35,6.81,2.98,-10.15,-10.15,0.96,0.33,0.35
25,7,15,2.02,"12,298.24","12,948.40",145.96,25.47,43.28,1.57,949,379,570,39.94,1.35,0.35,6.88,3.73,-6.82,-6.82,0.96,0.34,0.35
25,6,20,1.92,"13,154.00","13,775.76",163.08,27.61,43.28,1.74,900,279,621,31.00,1.42,0.35,9.95,4.17,-6.62,-6.62,0.96,0.33,0.35
15,4,10,2.63,"10,834.88","10,854.08",116.70,21.52,43.82,1.25,1238,459,779,37.08,1.35,0.35,7.29,3.87,-5.56,-5.56,0.96,0.29,0.35
25,4,21,2.04,"12,380.84","13,080.04",147.62,25.68,43.28,1.59,959,222,737,23.15,1.47,0.35,13.64,3.70,-6.93,-6.93,0.96,0.33,0.35
10,5,28,2.18,"13,935.24","14,327.96",178.70,29.46,43.91,2.05,1024,217,807,21.19,1.42,0.34,12.92,3.58,-8.24,-8.24,0.96,0.30,0.34
10,6,20,2.33,"13,333.44","13,492.64",166.67,28.03,43.91,1.87,1094,327,767,29.89,1.35,0.34,8.46,3.16,-8.88,-8.88,0.96,0.29,0.34
25,10,20,1.70,"13,661.72","14,377.04",173.23,28.84,43.28,1.96,797,330,467,41.41,1.36,0.34,6.84,3.45,-8.35,-8.35,0.96,0.35,0.34
20,4,10,2.53,"10,545.64","10,545.64",110.91,20.70,43.21,1.23,1189,440,749,37.01,1.35,0.34,7.22,3.65,-5.67,-5.67,0.96,0.30,0.34
20,4,26,1.97,"12,953.00","13,626.08",159.06,27.12,43.21,1.79,925,184,741,19.89,1.51,0.34,16.10,3.97,-6.83,-6.83,0.96,0.33,0.34
30,5,12,2.25,"10,983.08","11,289.88",119.66,21.94,43.59,1.37,1058,397,661,37.52,1.34,0.34,7.07,3.93,-5.59,-5.59,0.96,0.32,0.34
10,6,16,2.50,"12,434.24","12,766.00",148.68,25.79,43.91,1.69,1174,401,773,34.16,1.31,0.34,6.79,3.17,-8.13,-8.13,0.96,0.29,0.34
20,9,16,1.95,"12,472.92","12,733.60",149.46,25.91,43.21,1.75,917,399,518,43.51,1.31,0.34,5.64,3.92,-6.62,-6.62,0.96,0.33,0.34
20,8,13,2.12,"12,307.44","12,805.56",146.15,25.49,43.21,1.64,994,460,534,46.28,1.33,0.34,5.68,4.12,-6.19,-6.19,0.96,0.33,0.34
10,8,16,2.34,"12,878.48","13,282.80",157.57,26.91,43.91,1.82,1098,443,655,40.35,1.29,0.34,5.63,4.20,-6.41,-6.41,0.96,0.29,0.34
20,3,7,2.76,"8,920.48","9,118.40",78.41,15.71,43.21,0.94,1298,500,798,38.52,1.30,0.34,6.07,4.82,-3.26,-3.26,0.96,0.28,0.34
30,3,7,2.65,"8,847.44","9,012.88",76.95,15.47,43.59,0.93,1244,481,763,38.67,1.31,0.34,6.21,5.09,-3.04,-3.04,0.96,0.29,0.34
15,9,21,1.83,"14,179.84","14,426.80",183.60,30.05,43.82,2.05,859,326,533,37.95,1.37,0.34,7.56,3.13,-9.61,-9.61,0.96,0.34,0.34
20,6,14,2.22,"11,716.68","12,340.52",134.33,23.94,43.21,1.49,1043,393,650,37.68,1.33,0.34,6.75,3.76,-6.37,-6.37,0.96,0.32,0.34
10,7,19,2.28,"13,268.24","13,718.72",165.36,27.87,43.91,1.89,1074,363,711,33.80,1.32,0.34,7.13,3.41,-8.17,-8.17,0.96,0.30,0.34
10,7,18,2.33,"12,869.72","13,393.92",157.39,26.89,43.91,1.82,1097,381,716,34.73,1.30,0.34,6.60,3.58,-7.51,-7.51,0.96,0.29,0.34
15,10,16,2.00,"12,943.16","13,445.08",158.86,27.09,43.82,1.84,941,432,509,45.91,1.30,0.34,5.25,3.31,-8.17,-8.17,0.96,0.32,0.34
20,7,14,2.14,"11,802.56","12,432.68",136.05,24.17,43.21,1.56,1006,412,594,40.95,1.32,0.34,6.02,3.31,-7.30,-7.30,0.96,0.32,0.34
30,5,11,2.29,"10,979.52","11,144.64",119.59,21.93,43.59,1.35,1077,428,649,39.74,1.35,0.34,6.86,4.21,-5.21,-5.21,0.96,0.31,0.34
30,9,20,1.70,"13,584.24","13,969.56",171.68,28.65,43.59,1.94,799,314,485,39.30,1.38,0.34,7.55,3.85,-7.45,-7.45,0.96,0.36,0.34
30,6,16,2.03,"11,984.56","12,412.68",139.69,24.65,43.59,1.58,956,335,621,35.04,1.36,0.34,7.78,3.49,-7.05,-7.05,0.96,0.33,0.34
30,4,10,2.42,"10,487.64","10,487.64",109.75,20.53,43.59,1.23,1139,424,715,37.23,1.36,0.34,7.45,4.43,-4.63,-4.63,0.96,0.31,0.34
30,10,20,1.66,"13,530.32","14,194.40",170.61,28.52,43.59,1.98,782,324,458,41.43,1.36,0.34,6.86,3.28,-8.69,-8.69,0.96,0.36,0.34
10,5,13,2.69,"11,638.88","12,260.56",132.78,23.72,43.91,1.48,1263,442,821,35.00,1.31,0.34,6.67,3.84,-6.17,-6.17,0.96,0.28,0.34
30,7,15,1.99,"11,963.12","12,577.04",139.26,24.60,43.59,1.60,937,372,565,39.70,1.34,0.34,6.65,3.50,-7.02,-7.02,0.96,0.34,0.34
30,9,18,1.79,"13,138.40","13,346.20",162.77,27.57,43.59,1.87,840,348,492,41.43,1.36,0.34,6.75,3.13,-8.80,-8.80,0.96,0.35,0.34
15,5,11,2.49,"11,126.72","11,396.80",122.53,22.34,43.82,1.38,1172,461,711,39.33,1.33,0.34,6.47,3.86,-5.78,-5.78,0.96,0.29,0.34
25,7,29,1.63,"14,320.16","15,062.96",186.40,30.37,43.28,2.09,766,206,560,26.89,1.46,0.34,12.02,3.44,-8.82,-8.82,0.96,0.36,0.34
25,6,15,2.11,"11,946.16","12,495.48",138.92,24.55,43.28,1.53,991,361,630,36.43,1.35,0.34,7.40,4.00,-6.14,-6.14,0.96,0.32,0.34
10,9,20,2.11,"14,229.92","14,356.08",184.60,30.14,43.91,2.14,992,380,612,38.31,1.33,0.34,6.57,2.99,-10.10,-10.10,0.96,0.30,0.34
25,7,30,1.61,"14,530.08","15,197.88",190.60,30.85,43.28,2.15,758,200,558,26.39,1.47,0.34,12.50,3.46,-8.92,-8.92,0.96,0.36,0.34
25,7,23,1.76,"13,502.00","14,052.56",170.04,28.45,43.28,1.92,825,256,569,31.03,1.41,0.34,9.76,4.20,-6.78,-6.78,0.96,0.35,0.34
25,7,22,1.78,"13,309.60","13,925.16",166.19,27.99,43.28,1.91,835,266,569,31.86,1.40,0.34,9.36,4.05,-6.91,-6.91,0.96,0.35,0.34
25,7,21,1.80,"13,364.72","14,121.20",167.29,28.12,43.28,1.85,847,279,568,32.94,1.41,0.34,9.20,4.12,-6.83,-6.83,0.96,0.34,0.34
25,7,14,2.07,"11,705.96","12,368.60",134.12,23.92,43.28,1.56,971,399,572,41.09,1.32,0.34,6.15,3.15,-7.60,-7.60,0.96,0.33,0.34
25,7,12,2.15,"11,600.08","12,091.92",132.00,23.63,43.28,1.50,1008,454,554,45.04,1.33,0.34,5.76,3.38,-7.00,-7.00,0.96,0.32,0.34
30,8,16,1.89,"12,576.40","13,062.88",151.53,26.18,43.59,1.70,890,369,521,41.46,1.35,0.34,6.65,3.66,-7.14,-7.14,0.96,0.34,0.34
30,8,22,1.68,"13,944.12","14,303.16",178.88,29.50,43.59,1.99,787,276,511,35.07,1.42,0.34,9.17,3.65,-8.08,-8.08,0.96,0.36,0.34
25,8,22,1.70,"13,966.76","14,367.04",179.34,29.56,43.28,1.98,801,280,521,34.96,1.42,0.34,9.04,3.69,-8.00,-8.00,0.96,0.36,0.34
25,4,10,2.46,"10,455.32","10,455.32",109.11,20.44,43.28,1.24,1157,429,728,37.08,1.35,0.34,7.30,4.47,-4.57,-4.57,0.96,0.30,0.34
10,10,19,2.10,"14,063.64","14,266.36",181.27,29.76,43.91,2.07,989,412,577,41.66,1.31,0.34,5.76,3.35,-8.89,-8.89,0.96,0.30,0.34
10,10,20,2.06,"14,247.20","14,419.52",184.94,30.18,43.91,2.18,970,393,577,40.52,1.31,0.34,6.02,3.12,-9.68,-9.68,0.96,0.30,0.34
25,6,14,2.15,"11,578.84","12,140.20",131.58,23.57,43.28,1.49,1009,381,628,37.76,1.34,0.34,6.83,3.95,-5.96,-5.96,0.96,0.32,0.34
25,5,11,2.33,"10,987.20","11,204.80",119.74,21.95,43.28,1.35,1095,434,661,39.63,1.35,0.34,6.76,4.05,-5.41,-5.41,0.96,0.31,0.34
15,5,27,1.93,"13,627.84","13,983.04",172.56,28.76,43.82,1.94,909,203,706,22.33,1.47,0.34,13.79,3.38,-8.51,-8.51,0.96,0.32,0.34
15,5,23,2.04,"12,989.60","13,330.08",159.79,27.21,43.82,1.78,960,237,723,24.69,1.42,0.34,11.68,3.61,-7.54,-7.54,0.96,0.32,0.34
15,5,21,2.10,"12,848.64","13,231.60",156.97,26.86,43.82,1.74,989,260,729,26.29,1.41,0.34,10.91,3.34,-8.05,-8.05,0.96,0.32,0.34
10,9,19,2.15,"13,971.36","14,107.52",179.43,29.54,43.91,2.05,1011,398,613,39.37,1.32,0.34,6.24,3.57,-8.27,-8.27,0.96,0.30,0.34
20,5,12,2.36,"11,201.08","11,560.36",124.02,22.55,43.21,1.37,1108,415,693,37.45,1.34,0.34,7.00,3.97,-5.68,-5.68,0.96,0.31,0.34
20,9,20,1.78,"13,422.12","13,853.68",168.44,28.26,43.21,1.93,837,325,512,38.83,1.36,0.34,7.09,3.63,-7.78,-7.78,0.96,0.34,0.34
20,9,18,1.87,"13,136.28","13,301.56",162.73,27.57,43.21,1.85,878,361,517,41.12,1.34,0.34,6.47,3.03,-9.10,-9.10,0.96,0.34,0.34
15,8,22,1.83,"14,042.36","14,330.24",180.85,29.73,43.82,2.05,861,297,564,34.49,1.39,0.34,8.50,2.83,-10.50,-10.50,0.96,0.34,0.34
15,8,13,2.21,"12,634.12","13,173.48",152.68,26.32,43.82,1.67,1037,480,557,46.29,1.33,0.34,5.68,3.10,-8.49,-8.49,0.96,0.32,0.34
25,9,21,1.70,"13,596.72","14,089.52",171.93,28.68,43.28,1.98,797,303,494,38.02,1.38,0.34,7.63,3.76,-7.62,-7.62,0.96,0.35,0.34
25,10,18,1.78,"13,072.12","13,599.92",161.44,27.41,43.28,1.90,837,364,473,43.49,1.33,0.33,6.03,2.80,-9.78,-9.78,0.96,0.35,0.33
30,8,23,1.65,"13,566.52","13,805.56",171.33,28.61,43.59,2.04,777,262,515,33.72,1.40,0.33,8.98,3.66,-7.82,-7.82,0.96,0.36,0.33
30,6,15,2.08,"11,679.76","12,166.60",133.60,23.85,43.59,1.55,976,354,622,36.27,1.34,0.33,7.23,3.94,-6.05,-6.05,0.96,0.33,0.33
30,6,14,2.12,"11,347.44","11,877.56",126.95,22.95,43.59,1.52,994,374,620,37.63,1.33,0.33,6.70,3.76,-6.10,-6.10,0.96,0.32,0.33
30,5,30,1.73,"13,189.40","13,590.88",163.79,27.70,43.59,1.97,815,169,646,20.74,1.48,0.33,14.99,3.31,-8.37,-8.37,0.96,0.35,0.33
30,5,23,1.87,"12,428.80","12,856.80",148.58,25.80,43.59,1.73,880,218,662,24.77,1.43,0.33,11.83,2.88,-8.97,-8.97,0.96,0.34,0.33
10,5,12,2.74,"11,264.12","11,715.80",125.28,22.70,43.91,1.45,1287,471,816,36.60,1.29,0.33,6.11,3.52,-6.45,-6.45,0.96,0.27,0.33
30,8,21,1.71,"13,685.52","14,247.04",173.71,28.89,43.59,1.99,802,288,514,35.91,1.41,0.33,8.69,3.97,-7.27,-7.27,0.96,0.36,0.33
30,5,22,1.90,"12,212.68","12,695.68",144.25,25.25,43.59,1.72,893,227,666,25.42,1.41,0.33,11.22,2.68,-9.42,-9.42,0.96,0.34,0.33
15,5,29,1.90,"13,357.68","13,732.88",167.15,28.11,43.82,2.00,893,187,706,20.94,1.45,0.33,13.92,3.00,-9.36,-9.36,0.96,0.33,0.33
30,8,11,2.12,"11,697.44","12,044.28",133.95,23.89,43.59,1.56,994,502,492,50.50,1.33,0.33,5.19,3.55,-6.74,-6.74,0.96,0.32,0.33
10,5,25,2.28,"13,320.72","14,080.88",166.41,28.00,43.91,1.97,1072,243,829,22.67,1.38,0.33,11.22,3.54,-7.92,-7.92,0.96,0.29,0.33
10,5,27,2.20,"13,495.36","13,984.32",169.91,28.42,43.91,2.04,1036,223,813,21.53,1.40,0.33,12.07,3.30,-8.62,-8.62,0.96,0.29,0.33
10,10,17,2.20,"13,121.60","13,328.48",162.43,27.51,43.91,2.00,1035,453,582,43.77,1.27,0.33,4.90,3.19,-8.63,-8.63,0.96,0.30,0.33
15,8,12,2.26,"12,085.60","12,666.20",141.71,24.92,43.82,1.65,1060,508,552,47.92,1.31,0.33,5.15,3.03,-8.21,-8.21,0.96,0.31,0.33
20,8,11,2.21,"11,592.88","11,939.72",131.86,23.61,43.21,1.54,1038,520,518,50.10,1.31,0.33,4.89,3.82,-6.18,-6.18,0.96,0.31,0.33
20,8,22,1.76,"13,577.00","13,977.28",171.54,28.63,43.21,2.00,825,284,541,34.42,1.38,0.33,8.42,3.36,-8.52,-8.52,0.96,0.35,0.33
15,8,23,1.81,"13,687.28","13,967.56",173.75,28.90,43.82,2.10,853,283,570,33.18,1.37,0.33,8.33,2.94,-9.82,-9.82,0.96,0.33,0.33
15,6,22,1.99,"13,139.36","13,568.64",162.79,27.58,43.82,1.92,936,267,669,28.53,1.39,0.33,9.79,3.34,-8.26,-8.26,0.96,0.32,0.33
15,6,21,2.02,"13,153.24","13,575.00",163.06,27.61,43.82,1.90,949,280,669,29.50,1.39,0.33,9.57,3.24,-8.53,-8.53,0.96,0.32,0.33
20,7,23,1.81,"13,159.76","13,710.32",163.20,27.63,43.21,1.95,851,260,591,30.55,1.38,0.33,9.12,3.81,-7.26,-7.26,0.96,0.34,0.33
10,8,20,2.17,"13,936.44","14,027.60",178.73,29.46,43.91,2.10,1019,364,655,35.72,1.33,0.33,7.04,3.19,-9.24,-9.24,0.96,0.30,0.33
20,5,11,2.40,"10,947.52","11,191.36",118.95,21.84,43.21,1.36,1127,444,683,39.40,1.33,0.33,6.53,3.86,-5.66,-5.66,0.96,0.30,0.33
15,6,12,2.39,"11,348.72","11,735.52",126.97,22.95,43.82,1.50,1122,460,662,41.00,1.31,0.33,5.85,3.51,-6.54,-6.54,0.96,0.30,0.33
25,5,23,1.91,"12,516.48","12,996.96",150.33,26.02,43.28,1.74,898,222,676,24.72,1.42,0.33,11.74,2.95,-8.82,-8.82,0.96,0.34,0.33
25,5,22,1.94,"12,306.60","12,842.08",146.13,25.49,43.28,1.72,910,231,679,25.38,1.41,0.33,11.16,2.76,-9.24,-9.24,0.96,0.33,0.33
15,3,7,2.88,"8,843.52","9,073.92",76.87,15.46,43.82,0.96,1352,516,836,38.17,1.28,0.33,5.72,4.65,-3.33,-3.33,0.96,0.27,0.33
20,8,21,1.78,"13,505.88","14,108.64",170.12,28.46,43.21,1.96,838,297,541,35.44,1.38,0.33,8.17,3.76,-7.58,-7.58,0.96,0.35,0.33
15,5,30,1.88,"13,828.84","14,134.04",176.58,29.23,43.82,2.05,884,183,701,20.70,1.48,0.33,14.91,3.27,-8.95,-8.95,0.96,0.33,0.33
10,4,10,2.94,"10,555.08","10,555.44",111.10,20.71,43.91,1.31,1383,499,884,36.08,1.30,0.33,6.25,3.15,-6.56,-6.56,0.96,0.26,0.33
30,6,20,1.88,"12,712.60","13,271.88",154.25,26.52,43.59,1.77,885,272,613,30.73,1.40,0.33,9.60,3.71,-7.15,-7.15,0.96,0.34,0.33
30,7,23,1.73,"13,223.12","13,701.20",164.46,27.78,43.59,1.95,812,251,561,30.91,1.40,0.33,9.60,4.05,-6.85,-6.85,0.96,0.35,0.33
30,7,13,2.08,"11,666.00","12,188.64",133.32,23.81,43.59,1.55,975,420,555,43.08,1.33,0.33,6.05,3.47,-6.85,-6.85,0.96,0.33,0.33
20,7,21,1.86,"12,982.48","13,775.20",159.65,27.19,43.21,1.87,873,283,590,32.42,1.37,0.33,8.56,3.74,-7.26,-7.26,0.96,0.34,0.33
10,5,29,2.16,"13,778.88","14,141.52",175.58,29.09,43.91,2.06,1013,208,805,20.53,1.42,0.33,12.98,2.87,-10.12,-10.12,0.96,0.30,0.33
30,8,30,1.52,"14,232.16","15,093.76",184.64,30.17,43.59,2.25,716,204,512,28.49,1.44,0.33,11.00,2.86,-10.56,-10.56,0.96,0.37,0.33
20,5,23,1.97,"12,534.24","13,014.72",150.68,26.07,43.21,1.75,924,227,697,24.57,1.41,0.33,11.46,2.79,-9.34,-9.34,0.96,0.33,0.33
25,8,23,1.68,"13,609.16","13,889.44",172.18,28.71,43.28,2.03,791,266,525,33.63,1.40,0.33,8.87,3.71,-7.74,-7.74,0.96,0.36,0.33
25,8,30,1.55,"14,579.76","15,292.60",191.60,30.97,43.28,2.26,726,208,518,28.65,1.45,0.33,11.23,2.91,-10.64,-10.64,0.96,0.36,0.33
25,3,7,2.69,"8,806.40","9,004.32",76.13,15.34,43.28,0.94,1265,487,778,38.50,1.30,0.33,6.04,4.65,-3.30,-3.30,0.96,0.28,0.33
25,8,15,1.96,"12,056.72","12,584.84",141.13,24.84,43.28,1.69,922,392,530,42.52,1.32,0.33,5.96,3.78,-6.57,-6.57,0.96,0.34,0.33
25,8,13,2.05,"12,198.36","12,737.72",143.97,25.21,43.28,1.64,961,446,515,46.41,1.34,0.33,5.78,3.93,-6.42,-6.42,0.96,0.33,0.33
10,9,17,2.26,"13,139.36","13,203.04",162.79,27.55,43.91,1.96,1061,440,621,41.47,1.28,0.33,5.35,3.75,-7.34,-7.34,0.96,0.29,0.33
15,7,22,1.91,"13,455.24","14,034.56",169.10,28.34,43.82,1.95,899,283,616,31.48,1.38,0.33,8.87,3.19,-8.90,-8.90,0.96,0.33,0.33
25,8,12,2.09,"11,919.84","12,459.20",138.40,24.48,43.28,1.62,984,475,509,48.27,1.33,0.33,5.42,3.08,-7.95,-7.95,0.96,0.33,0.33
