Rolling Window,Stop Loss Points,Take Profit Points,Exposure Time (%),Final Account Balance ($),Equity Peak ($),Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Sharpe Ratio Float
10,6,21,2.30,"12,570.80","12,910.00",151.42,26.14,43.91,2.02,1080,306,774,28.33,1.31,0.30,7.90,2.80,-9.33,-9.33,0.96,0.29,0.3
20,7,28,1.71,"13,174.28","14,028.32",163.49,27.66,43.21,2.20,803,213,590,26.53,1.38,0.30,10.10,2.59,-10.69,-10.69,0.96,0.35,0.3
20,7,27,1.72,"12,705.60","13,598.40",154.11,26.50,43.21,2.15,810,218,592,26.91,1.36,0.30,9.40,2.57,-10.31,-10.31,0.96,0.35,0.3
15,9,13,2.17,"11,578.96","12,182.08",131.58,23.57,43.82,1.78,1021,489,532,47.89,1.27,0.30,4.43,2.90,-8.13,-8.13,0.96,0.32,0.3
20,6,29,1.77,"12,752.08","13,426.08",155.04,26.62,43.21,2.14,833,193,640,23.17,1.39,0.30,11.21,2.55,-10.45,-10.45,0.96,0.34,0.3
25,5,26,1.83,"12,219.84","12,723.88",144.40,25.26,43.28,1.91,859,192,667,22.35,1.41,0.30,12.21,2.98,-8.49,-8.49,0.96,0.34,0.3
30,5,24,1.86,"11,620.00","12,254.04",132.40,23.69,43.59,1.81,875,204,671,23.31,1.38,0.30,10.82,2.71,-8.73,-8.73,0.96,0.34,0.3
25,6,29,1.72,"12,770.60","13,238.36",155.41,26.66,43.28,2.10,810,189,621,23.33,1.40,0.30,11.53,2.67,-9.97,-9.97,0.96,0.35,0.3
30,5,25,1.84,"12,002.40","12,571.44",140.05,24.70,43.59,1.89,865,198,667,22.89,1.40,0.30,11.66,3.08,-8.01,-8.01,0.96,0.34,0.3
30,5,26,1.80,"11,993.44","12,445.00",139.87,24.68,43.59,1.92,844,188,656,22.27,1.41,0.30,12.05,2.82,-8.76,-8.76,0.96,0.35,0.3
10,6,27,2.13,"13,101.28","13,687.80",162.03,27.46,43.91,2.21,1003,239,764,23.83,1.34,0.30,9.63,2.55,-10.77,-10.77,0.96,0.30,0.3
25,5,24,1.90,"11,753.92","12,440.44",135.08,24.04,43.28,1.81,892,208,684,23.32,1.38,0.30,10.83,2.82,-8.53,-8.53,0.96,0.33,0.3
30,7,27,1.64,"12,722.72","13,506.80",154.45,26.54,43.59,2.15,772,210,562,27.20,1.38,0.30,9.85,2.64,-10.07,-10.07,0.96,0.36,0.3
20,7,11,2.26,"10,630.64","11,070.80",112.61,20.94,43.21,1.52,1064,491,573,46.15,1.27,0.30,4.65,3.14,-6.67,-6.67,0.96,0.31,0.3
25,6,21,1.89,"12,088.88","12,780.64",141.78,24.92,43.28,1.86,888,258,630,29.05,1.36,0.30,8.93,2.64,-9.45,-9.45,0.96,0.33,0.3
20,8,29,1.61,"13,330.08","14,122.92",166.60,28.04,43.21,2.30,758,214,544,28.23,1.37,0.30,9.40,2.30,-12.17,-12.17,0.96,0.36,0.3
10,3,7,3.19,"8,673.76","8,966.56",73.48,14.89,43.91,1.01,1501,561,940,37.38,1.24,0.30,4.95,2.68,-5.56,-5.56,0.96,0.25,0.3
25,6,30,1.71,"12,885.52","13,278.28",157.71,26.95,43.28,2.18,802,183,619,22.82,1.41,0.29,11.91,2.75,-9.81,-9.81,0.96,0.35,0.29
25,6,27,1.75,"12,155.72","12,742.24",143.11,25.10,43.28,2.08,822,199,623,24.21,1.37,0.29,10.33,2.52,-9.96,-9.96,0.96,0.35,0.29
25,10,22,1.64,"12,796.44","13,350.52",155.93,26.73,43.28,2.22,769,295,474,38.36,1.32,0.29,6.46,2.59,-10.34,-10.34,0.96,0.36,0.29
20,6,30,1.76,"12,887.00","13,491.00",157.74,26.95,43.21,2.22,825,187,638,22.67,1.40,0.29,11.60,2.62,-10.28,-10.28,0.96,0.34,0.29
20,10,22,1.69,"12,744.20","13,349.52",154.88,26.60,43.21,2.18,795,303,492,38.11,1.31,0.29,6.21,2.52,-10.54,-10.54,0.96,0.35,0.29
30,9,29,1.50,"13,107.04","13,617.44",162.14,27.50,43.59,2.37,704,214,490,30.40,1.36,0.29,8.59,2.29,-11.99,-11.99,0.96,0.37,0.29
25,9,15,1.93,"11,300.32","11,840.96",126.01,22.82,43.28,1.80,907,402,505,44.32,1.27,0.29,4.80,2.81,-8.12,-8.12,0.96,0.33,0.29
10,8,22,2.11,"13,222.40","13,488.04",164.45,27.76,43.91,2.29,990,327,663,33.03,1.30,0.29,6.80,2.99,-9.27,-9.27,0.96,0.30,0.29
10,8,23,2.08,"12,913.52","13,104.16",158.27,27.00,43.91,2.33,977,311,666,31.83,1.29,0.29,6.69,3.27,-8.26,-8.26,0.96,0.30,0.29
10,6,13,2.63,"10,878.60","11,446.56",117.57,21.63,43.91,1.62,1235,468,767,37.89,1.25,0.29,4.99,2.33,-9.30,-9.30,0.96,0.28,0.29
25,6,28,1.75,"12,533.20","13,075.96",150.66,26.07,43.28,2.11,820,195,625,23.78,1.39,0.29,10.97,2.77,-9.43,-9.43,0.96,0.35,0.29
20,7,24,1.79,"12,114.68","13,067.44",142.29,24.99,43.21,2.03,843,243,600,28.83,1.33,0.29,8.16,2.47,-10.12,-10.12,0.96,0.34,0.29
25,4,8,2.58,"8,978.36","9,241.28",79.57,15.90,43.28,1.14,1211,495,716,40.88,1.26,0.29,4.99,2.90,-5.49,-5.49,0.96,0.29,0.29
25,9,30,1.52,"13,612.12","14,078.76",172.24,28.72,43.28,2.46,712,213,499,29.92,1.37,0.29,9.07,2.32,-12.37,-12.37,0.96,0.37,0.29
15,6,24,1.95,"12,052.92","12,720.64",141.06,24.83,43.82,2.01,917,238,679,25.95,1.33,0.29,8.92,2.91,-8.54,-8.54,0.96,0.32,0.29
10,8,27,1.96,"13,660.48","14,180.84",173.21,28.81,43.91,2.50,923,267,656,28.93,1.32,0.29,7.97,2.35,-12.28,-12.28,0.96,0.31,0.29
20,6,27,1.80,"12,560.96","13,178.72",151.22,26.14,43.21,2.09,846,206,640,24.35,1.38,0.29,10.58,2.56,-10.21,-10.21,0.96,0.34,0.29
20,6,28,1.79,"12,834.68","13,408.68",156.69,26.82,43.21,2.15,843,201,642,23.84,1.39,0.29,11.08,2.74,-9.80,-9.80,0.96,0.34,0.29
10,10,16,2.23,"12,038.00","12,508.60",140.76,24.77,43.91,2.02,1050,468,582,44.57,1.24,0.29,4.18,3.37,-7.35,-7.35,0.96,0.30,0.29
30,9,28,1.51,"13,193.36","13,793.76",163.87,27.71,43.59,2.39,711,222,489,31.22,1.36,0.29,8.54,2.13,-13.03,-13.03,0.96,0.37,0.29
30,9,30,1.49,"13,387.00","13,807.40",167.74,28.18,43.59,2.43,700,209,491,29.86,1.37,0.29,8.99,2.32,-12.15,-12.15,0.96,0.37,0.29
15,7,26,1.81,"12,476.00","13,150.04",149.52,25.92,43.82,2.17,850,232,618,27.29,1.33,0.29,8.65,2.86,-9.05,-9.05,0.96,0.34,0.29
25,9,28,1.54,"13,332.24","13,978.88",166.64,28.05,43.28,2.42,724,226,498,31.22,1.36,0.29,8.53,2.12,-13.26,-13.26,0.96,0.37,0.29
30,6,12,2.20,"10,470.32","10,763.40",109.41,20.48,43.59,1.49,1032,419,613,40.60,1.29,0.29,5.48,2.97,-6.89,-6.89,0.96,0.32,0.29
15,8,25,1.77,"12,680.84","13,463.64",153.62,26.44,43.82,2.24,834,255,579,30.58,1.32,0.29,7.69,2.40,-11.01,-11.01,0.96,0.34,0.29
10,9,23,2.03,"12,979.52","13,125.60",159.59,27.16,43.91,2.39,952,325,627,34.14,1.28,0.29,6.07,3.01,-9.02,-9.02,0.96,0.31,0.29
15,8,24,1.79,"12,355.92","13,233.72",147.12,25.61,43.82,2.18,842,263,579,31.24,1.31,0.29,7.26,2.39,-10.70,-10.70,0.96,0.34,0.29
20,9,13,2.08,"11,257.28","11,767.92",125.15,22.70,43.21,1.75,978,468,510,47.85,1.27,0.29,4.40,3.07,-7.40,-7.40,0.96,0.33,0.29
20,9,23,1.70,"12,580.48","12,720.80",151.61,26.19,43.21,2.16,798,278,520,34.84,1.32,0.29,6.84,2.89,-9.06,-9.06,0.96,0.35,0.29
10,7,14,2.50,"11,065.52","11,683.52",121.31,22.15,43.91,1.73,1177,464,713,39.42,1.23,0.29,4.62,2.17,-10.19,-10.19,0.96,0.28,0.29
25,7,25,1.72,"12,198.08","13,189.60",143.96,25.21,43.28,2.10,808,228,580,28.22,1.34,0.29,8.67,2.68,-9.41,-9.41,0.96,0.35,0.29
30,6,30,1.69,"12,657.92","13,168.20",153.16,26.38,43.59,2.16,792,180,612,22.73,1.40,0.29,11.72,2.58,-10.24,-10.24,0.96,0.35,0.29
10,6,22,2.28,"12,250.72","12,789.92",145.01,25.32,43.91,2.04,1072,291,781,27.15,1.30,0.29,7.73,3.06,-8.27,-8.27,0.96,0.29,0.29
30,7,24,1.71,"12,133.04","12,977.08",142.66,25.04,43.59,2.03,804,234,570,29.10,1.35,0.29,8.56,2.60,-9.64,-9.64,0.96,0.35,0.29
10,9,28,1.87,"14,212.56","14,489.56",184.25,30.10,43.91,2.66,881,270,611,30.65,1.33,0.29,7.79,2.29,-13.14,-13.14,0.96,0.31,0.29
30,8,26,1.59,"12,696.20","13,471.52",153.92,26.48,43.59,2.20,745,226,519,30.34,1.36,0.29,8.65,2.24,-11.80,-11.80,0.96,0.36,0.29
10,9,22,2.05,"13,279.64","13,445.72",165.59,27.90,43.91,2.35,964,341,623,35.37,1.29,0.29,6.17,2.77,-10.09,-10.09,0.96,0.31,0.29
10,7,27,2.05,"13,147.12","13,797.44",162.94,27.57,43.91,2.36,962,253,709,26.30,1.32,0.29,8.43,2.59,-10.63,-10.63,0.96,0.30,0.29
10,9,29,1.85,"14,124.96","14,389.04",182.50,29.90,43.91,2.64,871,260,611,29.85,1.32,0.29,7.86,2.30,-13.03,-13.03,0.96,0.31,0.29
20,8,26,1.66,"12,700.32","13,346.88",154.01,26.49,43.21,2.22,782,235,547,30.05,1.34,0.29,8.27,2.19,-12.09,-12.09,0.96,0.35,0.29
20,8,27,1.65,"13,072.76","13,891.84",161.46,27.41,43.21,2.27,776,229,547,29.51,1.36,0.29,8.78,2.25,-12.20,-12.20,0.96,0.35,0.29
25,8,24,1.66,"12,270.32","13,148.12",145.41,25.39,43.28,2.12,782,247,535,31.59,1.33,0.29,7.70,2.37,-10.73,-10.73,0.96,0.36,0.29
25,8,25,1.65,"12,680.24","13,463.04",153.60,26.44,43.28,2.18,774,240,534,31.01,1.35,0.29,8.26,2.62,-10.11,-10.11,0.96,0.36,0.29
10,9,30,1.84,"14,383.64","14,550.64",187.67,30.50,43.91,2.70,864,253,611,29.28,1.33,0.29,8.19,2.36,-12.94,-12.94,0.96,0.31,0.29
20,8,28,1.63,"13,328.92","14,201.76",166.58,28.04,43.21,2.33,767,222,545,28.94,1.37,0.29,9.22,2.11,-13.30,-13.30,0.96,0.35,0.29
10,6,24,2.22,"12,254.20","13,071.92",145.08,25.33,43.91,2.09,1045,266,779,25.45,1.30,0.29,8.10,2.56,-9.89,-9.89,0.96,0.29,0.29
10,6,23,2.25,"12,320.56","12,789.76",146.41,25.50,43.91,2.08,1056,278,778,26.33,1.30,0.29,8.00,3.15,-8.09,-8.09,0.96,0.30,0.29
30,6,21,1.86,"11,851.24","12,480.52",137.02,24.30,43.59,1.89,874,253,621,28.95,1.35,0.29,8.78,2.41,-10.08,-10.08,0.96,0.34,0.29
25,8,9,2.26,"9,864.36","10,431.88",97.29,18.68,43.28,1.47,1061,572,489,53.91,1.24,0.28,3.54,2.02,-9.27,-9.27,0.96,0.31,0.28
15,6,25,1.93,"12,252.84","12,835.56",145.06,25.35,43.82,2.11,909,230,679,25.30,1.34,0.28,9.33,2.57,-9.85,-9.85,0.96,0.32,0.28
10,8,26,1.99,"13,190.60","13,800.96",163.81,27.68,43.91,2.43,935,275,660,29.41,1.30,0.28,7.40,2.65,-10.45,-10.45,0.96,0.31,0.28
30,8,14,1.99,"11,183.08","11,718.24",123.66,22.50,43.59,1.77,933,406,527,43.52,1.28,0.28,5.15,2.77,-8.12,-8.12,0.96,0.33,0.28
25,9,12,2.06,"10,895.92","11,452.80",117.92,21.70,43.28,1.70,967,482,485,49.84,1.26,0.28,4.19,2.32,-9.37,-9.37,0.96,0.33,0.28
15,6,26,1.89,"12,267.64","12,710.48",145.35,25.39,43.82,2.14,889,219,670,24.63,1.35,0.28,9.64,2.30,-11.04,-11.04,0.96,0.33,0.28
25,8,10,2.20,"10,500.32","10,784.64",110.01,20.57,43.28,1.59,1032,534,498,51.74,1.27,0.28,4.11,2.54,-8.09,-8.09,0.96,0.32,0.28
10,9,27,1.90,"13,881.44","14,033.44",177.63,29.33,43.91,2.66,894,279,615,31.21,1.31,0.28,7.36,2.15,-13.67,-13.67,0.96,0.31,0.28
30,6,28,1.72,"12,196.84","12,677.12",143.94,25.21,43.59,2.15,809,191,618,23.61,1.37,0.28,10.64,2.49,-10.13,-10.13,0.96,0.35,0.28
10,10,22,2.01,"13,160.68","13,412.60",163.21,27.61,43.91,2.45,943,353,590,37.43,1.27,0.28,5.54,2.74,-10.06,-10.06,0.96,0.31,0.28
10,10,23,1.98,"12,786.80","13,012.04",155.74,26.68,43.91,2.47,930,336,594,36.13,1.26,0.28,5.40,2.67,-9.98,-9.98,0.96,0.31,0.28
30,9,15,1.90,"11,227.68","11,722.08",124.55,22.62,43.59,1.82,893,396,497,44.34,1.27,0.28,4.82,2.59,-8.73,-8.73,0.96,0.34,0.28
20,4,8,2.65,"8,916.20","9,179.12",78.32,15.70,43.21,1.15,1245,506,739,40.64,1.25,0.28,4.79,3.08,-5.09,-5.09,0.96,0.28,0.28
10,9,15,2.33,"11,487.20","12,084.00",129.74,23.31,43.91,1.95,1095,476,619,43.47,1.23,0.28,4.10,3.49,-6.68,-6.68,0.96,0.29,0.28
25,9,13,2.01,"11,086.96","11,643.84",121.74,22.23,43.28,1.76,946,453,493,47.89,1.27,0.28,4.42,2.77,-8.03,-8.03,0.96,0.33,0.28
30,6,29,1.70,"12,208.00","12,788.28",144.16,25.23,43.59,2.14,800,184,616,23.00,1.37,0.28,10.88,2.35,-10.74,-10.74,0.96,0.35,0.28
30,8,9,2.23,"9,890.48","10,501.76",97.81,18.76,43.59,1.47,1048,566,482,54.01,1.25,0.28,3.60,2.00,-9.37,-9.37,0.96,0.32,0.28
30,9,27,1.53,"12,839.68","13,350.08",156.79,26.84,43.59,2.37,718,228,490,31.75,1.35,0.28,8.05,2.03,-13.21,-13.21,0.96,0.37,0.28
20,10,23,1.66,"12,501.56","12,976.88",150.03,25.99,43.21,2.25,781,288,493,36.88,1.30,0.28,6.17,2.53,-10.26,-10.26,0.96,0.35,0.28
10,7,23,2.17,"12,321.44","12,861.92",146.43,25.51,43.91,2.21,1019,295,724,28.95,1.28,0.28,6.94,3.44,-7.42,-7.42,0.96,0.30,0.28
15,9,12,2.21,"11,044.16","11,693.52",120.88,22.11,43.82,1.74,1041,516,525,49.57,1.25,0.28,3.99,2.38,-9.29,-9.29,0.96,0.31,0.28
30,7,26,1.66,"12,079.04","12,845.60",141.58,24.90,43.59,2.15,779,214,565,27.47,1.35,0.28,8.92,2.38,-10.45,-10.45,0.96,0.36,0.28
10,7,22,2.20,"12,405.32","12,984.56",148.11,25.72,43.91,2.17,1032,309,723,29.94,1.28,0.28,6.86,3.38,-7.61,-7.61,0.96,0.30,0.28
20,8,10,2.26,"10,530.64","10,724.96",110.61,20.65,43.21,1.59,1064,549,515,51.60,1.26,0.28,4.00,3.00,-6.88,-6.88,0.96,0.31,0.28
20,6,24,1.87,"11,708.80","12,526.52",134.18,23.92,43.21,1.97,880,228,652,25.91,1.33,0.28,8.84,2.76,-8.68,-8.68,0.96,0.33,0.28
10,5,10,2.84,"9,820.84","10,052.48",96.42,18.54,43.91,1.43,1334,531,803,39.81,1.23,0.28,4.47,2.57,-7.22,-7.22,0.96,0.27,0.28
20,7,26,1.74,"12,021.92","12,897.20",140.44,24.75,43.21,2.16,817,222,595,27.17,1.33,0.28,8.46,2.35,-10.55,-10.55,0.96,0.35,0.28
10,6,25,2.21,"12,284.12","13,176.84",145.68,25.41,43.91,2.17,1037,256,781,24.69,1.30,0.28,8.28,2.43,-10.45,-10.45,0.96,0.29,0.28
20,9,12,2.12,"10,722.48","11,233.12",114.45,21.20,43.21,1.71,998,494,504,49.50,1.25,0.28,3.94,2.45,-8.66,-8.66,0.96,0.32,0.28
10,6,26,2.16,"12,300.16","12,961.68",146.00,25.45,43.91,2.23,1016,244,772,24.02,1.30,0.28,8.55,2.19,-11.62,-11.62,0.96,0.30,0.28
25,10,23,1.61,"12,576.32","13,000.40",151.53,26.18,43.28,2.25,757,281,476,37.12,1.31,0.28,6.42,2.67,-9.79,-9.79,0.96,0.36,0.28
15,9,27,1.68,"13,336.64","13,759.52",166.73,28.06,43.82,2.45,789,249,540,31.56,1.33,0.28,7.81,2.27,-12.34,-12.34,0.96,0.34,0.28
15,9,28,1.66,"13,517.80","14,025.68",170.36,28.49,43.82,2.52,780,241,539,30.90,1.34,0.28,8.11,1.93,-14.76,-14.76,0.96,0.35,0.28
30,8,24,1.64,"12,166.44","13,003.00",143.33,25.13,43.59,2.15,769,243,526,31.60,1.33,0.28,7.72,2.39,-10.53,-10.53,0.96,0.36,0.28
25,9,27,1.56,"12,958.56","13,515.20",159.17,27.13,43.28,2.39,731,232,499,31.74,1.34,0.28,8.03,1.99,-13.61,-13.61,0.96,0.37,0.28
15,7,25,1.85,"12,314.96","13,146.48",146.30,25.51,43.82,2.15,871,243,628,27.90,1.32,0.28,8.20,2.62,-9.72,-9.72,0.96,0.33,0.28
30,9,12,2.03,"10,703.28","11,213.92",114.07,21.15,43.59,1.70,953,474,479,49.74,1.26,0.28,4.11,2.21,-9.57,-9.57,0.96,0.33,0.28
10,8,25,2.03,"12,764.56","13,629.88",155.29,26.63,43.91,2.40,956,286,670,29.92,1.28,0.28,6.83,2.53,-10.50,-10.50,0.96,0.31,0.28
10,7,13,2.55,"10,984.48","11,602.48",119.69,21.93,43.91,1.72,1198,494,704,41.24,1.23,0.28,4.45,2.29,-9.56,-9.56,0.96,0.28,0.28
30,8,25,1.62,"12,350.12","13,256.68",147.00,25.60,43.59,2.20,762,235,527,30.84,1.34,0.28,8.04,2.57,-9.95,-9.95,0.96,0.36,0.28
10,8,24,2.05,"12,645.88","13,281.20",152.92,26.33,43.91,2.36,963,296,667,30.74,1.28,0.28,6.62,2.56,-10.31,-10.31,0.96,0.30,0.28
30,9,11,2.08,"10,569.76","11,029.12",111.40,20.77,43.59,1.64,976,507,469,51.95,1.26,0.28,3.92,2.50,-8.30,-8.30,0.96,0.33,0.28
10,7,24,2.14,"12,252.56","13,205.32",145.05,25.33,43.91,2.23,1006,282,724,28.03,1.28,0.28,7.03,2.44,-10.37,-10.37,0.96,0.30,0.28
15,9,11,2.27,"10,454.40","11,052.48",109.09,20.43,43.82,1.67,1065,547,518,51.36,1.23,0.27,3.52,2.26,-9.03,-9.03,0.96,0.31,0.27
10,9,25,1.97,"12,749.28","13,294.64",154.99,26.59,43.91,2.54,928,298,630,32.11,1.27,0.27,6.14,2.30,-11.58,-11.58,0.96,0.31,0.27
30,9,13,1.98,"10,854.32","11,364.96",117.09,21.58,43.59,1.78,932,445,487,47.75,1.26,0.27,4.32,2.56,-8.43,-8.43,0.96,0.34,0.27
20,8,24,1.72,"11,879.32","12,757.12",137.59,24.38,43.21,2.16,807,251,556,31.10,1.30,0.27,7.09,2.20,-11.06,-11.06,0.96,0.35,0.27
10,10,28,1.83,"13,373.60","13,907.68",167.47,28.12,43.91,2.77,860,276,584,32.09,1.28,0.27,6.46,1.93,-14.54,-14.54,0.96,0.32,0.27
20,8,25,1.70,"12,144.24","12,927.04",142.88,25.07,43.21,2.23,799,243,556,30.41,1.31,0.27,7.48,2.38,-10.52,-10.52,0.96,0.35,0.27
20,6,25,1.86,"11,672.48","12,410.20",133.45,23.83,43.21,2.08,873,219,654,25.09,1.33,0.27,8.96,2.32,-10.26,-10.26,0.96,0.33,0.27
10,9,26,1.93,"13,239.08","13,497.32",164.78,27.80,43.91,2.60,908,287,621,31.61,1.29,0.27,6.70,2.47,-11.27,-11.27,0.96,0.31,0.27
15,9,14,2.13,"10,992.52","11,605.64",119.85,21.97,43.82,1.85,1002,455,547,45.41,1.24,0.27,4.12,2.89,-7.59,-7.59,0.96,0.32,0.27
20,8,9,2.33,"9,734.68","10,258.44",94.69,18.29,43.21,1.47,1093,586,507,53.61,1.23,0.27,3.34,2.21,-8.26,-8.26,0.96,0.31,0.27
10,7,12,2.59,"10,544.68","11,172.68",110.89,20.68,43.91,1.71,1218,523,695,42.94,1.22,0.27,4.03,1.72,-12.02,-12.02,0.96,0.28,0.27
20,7,25,1.78,"11,699.60","12,727.36",133.99,23.90,43.21,2.14,835,231,604,27.66,1.31,0.27,7.86,2.38,-10.04,-10.04,0.96,0.34,0.27
20,6,26,1.82,"11,792.28","12,395.12",135.85,24.14,43.21,2.11,853,209,644,24.50,1.34,0.27,9.41,2.12,-11.38,-11.38,0.96,0.34,0.27
10,6,12,2.68,"10,308.84","10,796.80",106.18,19.99,43.91,1.60,1259,496,763,39.40,1.22,0.27,4.39,1.82,-10.98,-10.98,0.96,0.27,0.27
25,7,10,2.25,"9,861.80","10,241.96",97.24,18.67,43.28,1.52,1055,507,548,48.06,1.24,0.27,4.04,2.82,-6.61,-6.61,0.96,0.31,0.27
15,9,26,1.70,"12,421.72","12,862.08",148.43,25.78,43.82,2.42,797,253,544,31.74,1.30,0.27,6.87,2.12,-12.14,-12.14,0.96,0.34,0.27
15,9,29,1.64,"13,048.96","13,651.84",160.98,27.35,43.82,2.53,771,230,541,29.83,1.32,0.27,7.83,1.84,-14.88,-14.88,0.96,0.35,0.27
15,9,30,1.63,"13,260.16","13,773.04",165.20,27.87,43.82,2.60,766,224,542,29.24,1.33,0.27,8.14,1.84,-15.13,-15.13,0.96,0.35,0.27
30,5,9,2.41,"9,106.32","9,507.52",82.13,16.31,43.59,1.28,1132,483,649,42.67,1.24,0.27,4.44,3.15,-5.18,-5.18,0.96,0.30,0.27
10,10,29,1.81,"13,264.76","13,883.84",165.30,27.86,43.91,2.77,851,266,585,31.26,1.28,0.27,6.49,1.85,-15.07,-15.07,0.96,0.32,0.27
25,6,24,1.82,"11,258.56","12,045.04",125.17,22.70,43.28,1.97,856,220,636,25.70,1.31,0.27,8.50,2.59,-8.76,-8.76,0.96,0.34,0.27
10,8,13,2.48,"11,052.92","11,712.20",121.06,22.12,43.91,1.87,1167,516,651,44.22,1.23,0.27,4.02,2.23,-9.91,-9.91,0.96,0.28,0.27
30,8,10,2.17,"10,406.44","10,649.52",108.13,20.29,43.59,1.62,1019,527,492,51.72,1.27,0.27,4.09,2.42,-8.40,-8.40,0.96,0.32,0.27
15,8,10,2.36,"10,294.84","10,571.64",105.90,19.97,43.82,1.64,1109,567,542,51.13,1.24,0.27,3.68,2.09,-9.55,-9.55,0.96,0.30,0.27
25,9,11,2.11,"10,376.16","10,881.76",107.52,20.21,43.28,1.66,991,512,479,51.66,1.24,0.27,3.73,2.47,-8.19,-8.19,0.96,0.32,0.27
10,8,14,2.44,"10,937.72","11,597.00",118.75,21.80,43.91,1.87,1147,484,663,42.20,1.22,0.27,4.03,2.30,-9.48,-9.48,0.96,0.28,0.27
10,4,8,3.06,"8,974.40","9,290.96",79.49,15.88,43.91,1.22,1440,576,864,40.00,1.22,0.27,4.21,1.94,-8.19,-8.19,0.96,0.26,0.27
25,10,29,1.49,"12,617.00","13,462.40",152.34,26.28,43.28,2.53,700,223,477,31.86,1.31,0.27,7.24,1.85,-14.21,-14.21,0.96,0.37,0.27
30,6,27,1.73,"11,839.36","12,363.40",136.79,24.27,43.59,2.11,811,195,616,24.04,1.36,0.27,10.03,2.28,-10.67,-10.67,0.96,0.35,0.27
30,7,25,1.70,"11,796.72","12,715.76",135.93,24.16,43.59,2.14,797,223,574,27.98,1.33,0.27,8.32,2.55,-9.48,-9.48,0.96,0.35,0.27
20,10,15,1.97,"10,801.76","11,608.20",116.04,21.43,43.21,1.88,926,426,500,46.00,1.23,0.27,3.89,2.50,-8.59,-8.59,0.96,0.33,0.27
20,9,29,1.57,"12,628.64","13,185.28",152.57,26.31,43.21,2.48,739,220,519,29.77,1.32,0.27,7.75,2.01,-13.11,-13.11,0.96,0.36,0.27
30,9,26,1.55,"12,204.76","12,727.64",144.10,25.23,43.59,2.32,726,233,493,32.09,1.32,0.27,7.30,1.93,-13.07,-13.07,0.96,0.37,0.27
15,10,15,2.05,"11,178.40","11,980.28",123.57,22.48,43.82,1.91,965,445,520,46.11,1.23,0.27,3.98,2.70,-8.31,-8.31,0.96,0.32,0.27
25,9,26,1.57,"12,478.64","12,872.76",149.57,25.93,43.28,2.35,739,238,501,32.21,1.32,0.27,7.44,1.90,-13.62,-13.62,0.96,0.37,0.27
20,9,14,2.05,"10,725.88","11,200.28",114.52,21.21,43.21,1.82,963,437,526,45.38,1.24,0.27,4.10,2.90,-7.32,-7.32,0.96,0.32,0.27
20,9,11,2.17,"10,342.72","10,802.08",106.85,20.11,43.21,1.64,1022,526,496,51.47,1.23,0.27,3.59,2.73,-7.37,-7.37,0.96,0.32,0.27
10,9,24,1.99,"12,658.12","12,983.80",153.16,26.36,43.91,2.48,937,309,628,32.98,1.26,0.27,5.97,2.40,-11.00,-11.00,0.96,0.31,0.27
30,10,29,1.46,"12,256.88","13,051.04",145.14,25.36,43.59,2.52,688,218,470,31.69,1.30,0.26,7.02,1.86,-13.62,-13.62,0.96,0.37,0.26
25,10,28,1.50,"12,473.32","13,408.72",149.47,25.91,43.28,2.56,707,230,477,32.53,1.31,0.26,6.99,1.67,-15.55,-15.55,0.96,0.37,0.26
30,6,10,2.28,"9,541.96","9,802.00",90.84,17.69,43.59,1.46,1071,475,596,44.35,1.24,0.26,4.34,2.68,-6.59,-6.59,0.96,0.31,0.26
30,7,10,2.22,"9,822.92","10,189.24",96.46,18.56,43.59,1.54,1042,501,541,48.08,1.25,0.26,4.06,2.74,-6.77,-6.77,0.96,0.32,0.26
30,10,28,1.48,"12,379.44","13,263.60",147.59,25.67,43.59,2.54,694,226,468,32.56,1.31,0.26,7.03,1.74,-14.77,-14.77,0.96,0.37,0.26
25,10,30,1.48,"12,536.96","13,292.36",150.74,26.08,43.28,2.63,696,216,480,31.03,1.31,0.26,7.25,1.83,-14.26,-14.26,0.96,0.37,0.26
30,6,24,1.79,"11,064.68","11,788.68",121.29,22.17,43.59,1.99,843,216,627,25.62,1.31,0.26,8.37,2.51,-8.82,-8.82,0.96,0.34,0.26
10,8,12,2.53,"10,765.64","11,434.92",115.31,21.31,43.91,1.83,1189,548,641,46.09,1.22,0.26,3.74,1.88,-11.34,-11.34,0.96,0.28,0.26
10,7,26,2.08,"12,163.52","12,893.84",143.27,25.10,43.91,2.39,977,258,719,26.41,1.27,0.26,7.29,2.01,-12.46,-12.46,0.96,0.30,0.26
10,7,25,2.13,"11,996.24","13,024.00",139.92,24.66,43.91,2.32,999,270,729,27.03,1.26,0.26,6.91,2.21,-11.14,-11.14,0.96,0.30,0.26
25,6,26,1.76,"11,422.04","11,993.64",128.44,23.15,43.28,2.10,829,202,627,24.37,1.33,0.26,9.17,2.08,-11.15,-11.15,0.96,0.35,0.26
25,9,25,1.61,"11,862.56","12,454.16",137.25,24.33,43.28,2.35,756,246,510,32.54,1.29,0.26,6.65,2.17,-11.22,-11.22,0.96,0.36,0.26
