Short EMA,Long EMA,Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Profit Factor,Total Trades,Winning Trades,Losing Trades,Win Rate (%),Exposure Time (%)
10,230,203.8182000000004,7.796719051382883,159.97451958806667,20.16024171726621,0.3839763412614703,0.26437098981082013,5.080626130592154,-40.11674836153416,-19.311100042384318,1.8651460472128925,91,32,59,35.16483516483517,70.98324375592792
10,240,241.34240000000037,8.64819207887546,159.97451958806667,19.39896908320185,0.4286299874750087,0.2829831043310883,6.274314110034867,-38.46514467836536,-17.968257391191727,2.11803090652532,87,31,56,35.63218390804598,71.22352197281062
10,250,240.06620000000032,8.620700423262173,159.97451958806667,19.07593609402255,0.43588644111100394,0.2931331280163053,6.1739361793159695,-38.88381626040683,-16.49369155357926,2.1410554514101467,81,29,52,35.80246913580247,71.47644641163453
10,260,237.11640000000034,8.556786418999284,159.97451958806667,19.039847692992623,0.436547555427184,0.30915960247730156,5.865607286253451,-40.42486795113317,-16.988466236967113,2.1297207005213235,82,29,53,35.36585365853659,71.72937085045842
10,270,216.9418000000004,8.105138508211107,159.97451958806667,19.282985992544294,0.4175100294910145,0.29316948238710366,5.850973803481925,-37.07789631033691,-16.293808709590973,1.9713556778210015,84,30,54,35.714285714285715,71.90641795763516
10,280,224.21580000000034,8.270993334060117,159.97451958806667,20.122541046250795,0.41508085060856914,0.2990807240885362,5.972011352783616,-37.54443633056576,-15.088726174579275,2.0418233318526435,79,28,51,35.44303797468354,72.11508061966487
10,290,219.84000000000034,8.17164167086808,159.97451958806667,19.728431751139293,0.4194169903156318,0.2535272905309821,5.466958729064343,-40.21248575213324,-15.402373498614486,2.0484027881104723,75,27,48,36.0,72.26051217198862
10,300,189.84060000000034,7.454257009989784,159.97451958806667,19.99377574706518,0.39117643040488137,0.2211327278332432,5.189976337679449,-36.57831705739186,-16.036336752365425,1.8390195912046423,78,27,51,34.61538461538461,72.5576983876067
15,20,235.80460000000113,8.528195666791216,159.97451958806667,12.480689564370781,0.4470345030753297,0.25392802172811485,9.78117875177868,-24.10799413691532,-6.868645954886181,1.4524119147394734,273,106,167,38.82783882783883,61.7894404046791
15,30,185.66800000000094,7.349037770448552,159.97451958806667,12.651129731337708,0.40609756631439115,0.2072889747058846,5.352273893391851,-34.68955507475705,-8.619494500922343,1.3741986194387033,215,90,125,41.86046511627907,63.104647486563394
15,40,182.28760000000082,7.262739106680249,159.97451958806667,13.330656449762715,0.3974319796525027,0.17618556734970667,4.792058155640566,-38.03952165844156,-10.623876134806421,1.3913190388052572,188,81,107,43.08510638297872,64.00252924438824
15,50,136.48400000000075,5.987382631058202,159.97451958806667,16.15726229006778,0.30878054893218093,0.13827689893872003,2.941536874893908,-46.39887439960218,-14.397481166497684,1.2916925623141153,170,63,107,37.05882352941177,64.65380967435979
15,60,166.15480000000065,6.837129351263971,159.97451958806667,15.890143352703396,0.3513783503950452,0.157456032827405,3.900375176055447,-42.599696824046916,-14.921174532781631,1.3994993118663832,149,62,87,41.61073825503356,65.48213721150806
15,70,176.20320000000063,7.104952593558678,159.97451958806667,15.99809873181996,0.3656022842830811,0.17031498877339563,4.295908229569239,-41.01651864608592,-15.270885391335865,1.4557081451825626,141,56,85,39.71631205673759,66.08283275371483
15,80,169.80040000000056,6.935369890545551,159.97451958806667,15.505001149112418,0.368536836105922,0.15896361693322839,4.100462867106526,-41.41005674313531,-14.68331039465515,1.4638587162890506,127,55,72,43.30708661417323,66.27884919380335
15,90,180.10040000000055,7.206386874657511,159.97451958806667,15.156494659017653,0.3885669744090949,0.18457227374302534,4.9838492603652815,-36.13680723297005,-12.640785686177693,1.5008919249503687,127,49,78,38.582677165354326,66.68352829592159
15,100,177.69820000000053,7.144020508867688,159.97451958806667,16.604952686336542,0.3683555968444323,0.1866602312661958,5.059486305668937,-35.121786929415606,-14.942150094394336,1.519987077736661,116,45,71,38.793103448275865,67.06923806512805
