Rolling Window,Stop Loss Points,Take Profit Points,Exposure Time (%),Final Account Balance ($),Equity Peak ($),Total Return (%),Annualized Return (%),Benchmark Return (%),Volatility (Annual %),Total Trades,Winning Trades,Losing Trades,Win Rate (%),Profit Factor,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Average Drawdown (%),Max Drawdown Duration (days),Average Drawdown Duration (days),Sharpe Ratio Float
13,9,7,2.63,"6,259.84","7,214.88",25.20,5.82,43.91,1.69,1234,729,505,59.08,1.05,0.09,0.71,0.40,-14.52,-14.52,0.96,0.28,0.09
13,10,4,2.88,-156.48,"5,119.00",-103.13,nan,43.91,211.85,1352,916,436,67.75,0.77,0.09,-2.53,nan,-103.79,-103.79,0.96,0.26,0.09
10,10,8,2.73,"6,591.56","7,466.48",31.83,7.21,43.91,1.98,1281,747,534,58.31,1.06,0.09,0.78,0.34,-21.15,-21.15,0.96,0.27,0.09
10,9,8,2.76,"6,566.72","7,259.64",31.33,7.11,43.91,1.94,1297,724,573,55.82,1.06,0.09,0.84,0.39,-18.25,-18.25,0.96,0.27,0.09
10,8,3,3.27,"-3,784.64","5,055.16",-175.69,nan,43.91,40.70,1536,992,544,64.58,0.61,0.09,-4.60,nan,-175.41,-175.41,0.96,0.24,0.09
14,3,5,3.03,"5,786.72","6,210.96",15.73,3.75,43.91,0.96,1422,597,825,41.98,1.06,0.09,1.10,0.27,-13.64,-13.64,0.96,0.26,0.09
11,10,8,2.65,"6,597.44","7,459.88",31.95,7.23,43.94,1.99,1244,726,518,58.36,1.06,0.09,0.81,0.37,-19.80,-19.80,0.96,0.28,0.09
20,10,3,2.80,"-2,553.08","5,101.56",-151.06,nan,43.21,86.66,1317,922,395,70.01,0.63,0.08,-3.88,nan,-150.58,-150.58,0.96,0.27,0.08
19,9,3,2.83,"-2,231.68","5,104.00",-144.63,nan,43.44,161.76,1332,906,426,68.02,0.63,0.08,-4.00,nan,-144.26,-144.26,0.96,0.27,0.08
20,7,7,2.54,"6,111.92","7,066.96",22.24,5.19,43.21,1.51,1192,633,559,53.10,1.05,0.08,0.82,0.36,-14.47,-14.47,0.96,0.29,0.08
15,7,3,2.96,"-1,446.08","5,083.92",-128.92,nan,43.82,55.32,1392,880,512,63.22,0.65,0.08,-4.21,nan,-128.99,-128.99,0.96,0.26,0.08
18,7,7,2.57,"6,128.32","7,047.12",22.57,5.26,43.46,1.53,1207,641,566,53.11,1.06,0.08,0.82,0.34,-15.39,-15.39,0.96,0.29,0.08
11,10,3,3.14,"-4,590.24","5,055.04",-191.80,nan,43.94,2565.29,1476,1016,460,68.83,0.59,0.08,-4.35,nan,-191.35,-191.35,0.96,0.25,0.08
13,9,3,3.00,"-2,852.16","5,057.76",-157.04,nan,43.91,2164.56,1409,955,454,67.78,0.63,0.08,-4.09,nan,-156.94,-156.94,0.96,0.26,0.08
10,7,3,3.28,"-3,368.32","5,061.44",-167.37,nan,43.91,325.48,1543,951,592,61.63,0.61,0.08,-4.89,nan,-167.09,-167.09,0.96,0.24,0.08
12,7,3,3.12,"-2,441.60","5,055.04",-148.83,nan,43.98,427.48,1465,913,552,62.32,0.63,0.08,-4.59,nan,-148.84,-148.84,0.96,0.25,0.08
17,7,7,2.59,"6,152.16","7,070.96",23.04,5.37,43.38,1.52,1216,646,570,53.12,1.06,0.08,0.83,0.35,-15.49,-15.49,0.96,0.29,0.08
12,3,5,3.14,"5,733.52","6,221.28",14.67,3.51,43.98,0.98,1477,618,859,41.84,1.05,0.08,0.98,0.26,-13.36,-13.36,0.96,0.25,0.08
17,7,3,2.91,"-1,526.32","5,083.92",-130.53,nan,43.38,94.23,1368,861,507,62.94,0.64,0.08,-4.33,nan,-130.56,-130.56,0.96,0.26,0.08
16,9,3,2.91,"-2,456.32","5,104.00",-149.13,nan,43.48,2192.62,1368,930,438,67.98,0.63,0.08,-4.01,nan,-148.66,-148.66,0.96,0.26,0.08
16,9,7,2.54,"6,109.44","7,005.76",22.19,5.18,43.48,1.71,1194,704,490,58.96,1.05,0.08,0.65,0.35,-14.77,-14.77,0.96,0.28,0.08
10,9,4,3.13,"-1,946.52","5,142.68",-138.93,nan,43.91,2174.70,1473,941,532,63.88,0.72,0.08,-3.37,nan,-138.58,-138.58,0.96,0.25,0.08
11,4,6,3.10,"5,860.84","6,516.04",17.22,4.08,43.94,1.18,1459,637,822,43.66,1.05,0.08,0.89,0.32,-12.58,-12.58,0.96,0.25,0.08
15,9,7,2.56,"6,013.28","6,909.60",20.27,4.76,43.82,1.70,1203,708,495,58.85,1.04,0.07,0.59,0.32,-14.71,-14.71,0.96,0.28,0.07
19,10,3,2.82,"-2,805.48","5,090.16",-156.11,nan,43.44,92.75,1327,926,401,69.78,0.62,0.07,-3.97,nan,-155.66,-155.66,0.96,0.27,0.07
17,9,4,2.79,38.12,"5,237.80",-99.24,-70.75,43.38,234.96,1312,857,455,65.32,0.76,0.07,-2.73,-0.71,-99.99,-99.99,0.96,0.27,0.07
13,10,7,2.60,"6,100.96","7,319.76",22.02,5.14,43.91,1.76,1221,749,472,61.34,1.05,0.07,0.57,0.29,-18.00,-18.00,0.96,0.28,0.07
12,10,4,2.95,-951.12,"5,119.00",-119.02,nan,43.98,442.43,1388,931,457,67.07,0.75,0.07,-2.83,nan,-119.31,-119.31,0.96,0.26,0.07
17,9,7,2.52,"5,978.08","6,828.16",19.56,4.61,43.38,1.72,1183,696,487,58.83,1.04,0.07,0.58,0.28,-16.51,-16.51,0.96,0.29,0.07
17,10,3,2.87,"-2,776.52","5,090.16",-155.53,nan,43.38,122.22,1348,943,405,69.96,0.63,0.07,-3.90,nan,-155.09,-155.09,0.96,0.26,0.07
16,3,5,2.97,"5,641.44","6,134.56",12.83,3.09,43.48,0.96,1394,582,812,41.75,1.05,0.07,0.91,0.23,-13.26,-13.26,0.96,0.26,0.07
18,10,7,2.47,"5,962.84","7,112.92",19.26,4.54,43.46,1.79,1159,710,449,61.26,1.04,0.07,0.53,0.25,-18.52,-18.52,0.96,0.29,0.07
17,10,7,2.49,"5,960.44","7,110.52",19.21,4.53,43.38,1.78,1169,716,453,61.25,1.04,0.07,0.52,0.25,-18.25,-18.25,0.96,0.29,0.07
15,10,7,2.53,"6,006.88","7,156.96",20.14,4.73,43.82,1.76,1188,728,460,61.28,1.04,0.07,0.54,0.27,-17.32,-17.32,0.96,0.28,0.07
17,8,3,2.90,"-1,751.36","5,082.76",-135.03,nan,43.38,53.23,1364,900,464,65.98,0.65,0.07,-4.02,nan,-135.00,-135.00,0.96,0.26,0.07
16,10,7,2.51,"6,076.80","7,278.12",21.54,5.04,43.48,1.77,1180,724,456,61.36,1.05,0.07,0.58,0.29,-17.43,-17.43,0.96,0.29,0.07
19,9,7,2.48,"5,976.64","6,860.48",19.53,4.60,43.44,1.72,1164,685,479,58.85,1.04,0.07,0.59,0.28,-16.41,-16.41,0.96,0.29,0.07
15,3,5,2.99,"5,606.56","6,197.12",12.13,2.93,43.82,0.96,1406,586,820,41.68,1.05,0.07,0.86,0.21,-14.18,-14.18,0.96,0.26,0.07
11,7,3,3.20,"-3,154.96","5,061.44",-163.10,nan,43.94,258.25,1504,927,577,61.64,0.61,0.07,-4.88,nan,-162.88,-162.88,0.96,0.25,0.07
18,4,3,3.00,-98.40,"5,041.28",-101.97,nan,43.46,138.52,1410,710,700,50.35,0.66,0.07,-5.41,nan,-102.50,-102.50,0.96,0.26,0.07
17,5,3,2.98,-949.76,"5,041.28",-119.00,nan,43.38,44.84,1399,769,630,54.97,0.64,0.06,-5.17,nan,-119.39,-119.39,0.96,0.26,0.06
19,10,7,2.45,"5,829.00","7,012.84",16.58,3.94,43.44,1.80,1150,703,447,61.13,1.04,0.06,0.46,0.19,-20.36,-20.36,0.96,0.29,0.06
17,3,5,2.94,"5,556.32","6,072.00",11.13,2.69,43.38,0.97,1382,575,807,41.61,1.04,0.06,0.80,0.20,-13.38,-13.38,0.96,0.27,0.06
18,10,3,2.85,"-2,770.36","5,090.16",-155.41,nan,43.46,91.76,1339,936,403,69.90,0.62,0.06,-3.92,nan,-154.97,-154.97,0.96,0.27,0.06
14,9,7,2.59,"5,892.16","6,800.96",17.84,4.22,43.91,1.73,1216,714,502,58.72,1.04,0.06,0.51,0.27,-15.84,-15.84,0.96,0.28,0.06
10,4,6,3.19,"5,668.76","6,533.72",13.38,3.21,43.91,1.21,1501,651,850,43.37,1.04,0.06,0.67,0.23,-14.12,-14.12,0.96,0.25,0.06
14,10,7,2.56,"5,799.52","7,018.32",15.99,3.81,43.91,1.79,1202,734,468,61.06,1.03,0.06,0.42,0.21,-18.54,-18.54,0.96,0.28,0.06
15,4,3,3.07,-15.56,"5,041.28",-100.31,nan,43.82,262.77,1444,733,711,50.76,0.67,0.06,-5.19,nan,-100.85,-100.85,0.96,0.25,0.06
13,8,3,3.02,"-2,232.04","5,055.04",-144.64,nan,43.91,118.10,1421,934,487,65.73,0.64,0.06,-4.13,nan,-144.70,-144.70,0.96,0.26,0.06
11,8,7,2.80,"5,744.40","6,686.72",14.89,3.56,43.94,1.70,1315,733,582,55.74,1.03,0.06,0.44,0.20,-17.74,-17.74,0.96,0.27,0.06
10,4,3,3.39,"-1,262.80","5,041.28",-125.26,nan,43.91,352.02,1595,789,806,49.47,0.63,0.06,-5.87,nan,-125.60,-125.60,0.96,0.24,0.06
12,6,7,2.83,"5,799.56","6,706.96",15.99,3.81,43.98,1.47,1331,652,679,48.99,1.04,0.06,0.61,0.24,-15.90,-15.90,0.96,0.27,0.06
18,9,7,2.50,"5,880.48","6,730.56",17.61,4.17,43.46,1.75,1173,689,484,58.74,1.04,0.06,0.52,0.25,-16.45,-16.45,0.96,0.29,0.06
12,5,3,3.18,"-1,481.28","5,041.28",-129.63,nan,43.98,34.95,1497,820,677,54.78,0.64,0.06,-5.26,nan,-129.93,-129.93,0.96,0.25,0.06
11,6,3,3.23,"-2,642.32","5,081.44",-152.85,nan,43.94,115.44,1518,884,634,58.23,0.61,0.06,-5.19,nan,-152.54,-152.54,0.96,0.24,0.06
13,4,3,3.14,-212.72,"5,041.28",-104.25,nan,43.91,269.74,1478,748,730,50.61,0.66,0.06,-5.27,nan,-104.77,-104.77,0.96,0.25,0.06
18,9,3,2.86,"-2,366.56","5,104.00",-147.33,nan,43.46,44.50,1344,913,431,67.93,0.63,0.06,-4.03,nan,-146.91,-146.91,0.96,0.27,0.06
11,9,4,3.05,"-1,508.16","5,123.92",-130.16,nan,43.94,131.98,1434,920,514,64.16,0.73,0.06,-3.25,nan,-130.17,-130.17,0.96,0.25,0.06
20,9,7,2.46,"5,740.32","6,624.16",14.81,3.54,43.21,1.75,1157,678,479,58.60,1.03,0.05,0.45,0.21,-16.80,-16.80,0.96,0.29,0.05
20,10,7,2.43,"5,762.68","6,946.52",15.25,3.64,43.21,1.79,1143,698,445,61.07,1.03,0.05,0.42,0.19,-19.33,-19.33,0.96,0.29,0.05
11,3,5,3.22,"5,452.64","6,146.40",9.05,2.21,43.94,1.00,1514,626,888,41.35,1.03,0.05,0.59,0.15,-15.19,-15.19,0.96,0.25,0.05
15,10,4,2.81,-350.52,"5,170.24",-107.01,nan,43.82,47.41,1323,892,431,67.42,0.76,0.05,-2.67,nan,-107.51,-107.51,0.96,0.27,0.05
19,8,3,2.86,"-1,394.08","5,082.76",-127.88,nan,43.44,105.25,1342,890,452,66.32,0.66,0.05,-3.88,nan,-127.97,-127.97,0.96,0.27,0.05
13,5,6,2.88,"5,548.52","6,372.20",10.97,2.66,43.91,1.29,1352,655,697,48.45,1.03,0.05,0.49,0.18,-15.11,-15.11,0.96,0.27,0.05
19,5,6,2.71,"5,586.48","6,483.84",11.73,2.84,43.44,1.27,1273,618,655,48.55,1.03,0.05,0.56,0.19,-14.73,-14.73,0.96,0.28,0.05
12,7,7,2.77,"5,623.04","6,560.56",12.46,3.00,43.98,1.61,1304,684,620,52.45,1.03,0.05,0.42,0.16,-18.58,-18.58,0.96,0.27,0.05
20,5,6,2.69,"5,495.16","6,392.52",9.90,2.41,43.21,1.28,1266,613,653,48.42,1.03,0.05,0.47,0.16,-14.94,-14.94,0.96,0.28,0.05
14,8,3,2.99,"-1,915.96","5,055.04",-138.32,nan,43.91,50.03,1404,927,477,66.03,0.65,0.05,-4.00,nan,-138.45,-138.45,0.96,0.26,0.05
19,6,3,2.90,"-1,116.36","5,067.68",-122.33,nan,43.44,34.61,1364,811,553,59.46,0.65,0.04,-4.64,nan,-122.57,-122.57,0.96,0.26,0.04
10,10,3,3.22,"-4,652.36","5,055.04",-193.05,nan,43.91,83.29,1514,1045,469,69.02,0.60,0.04,-4.27,nan,-192.58,-192.58,0.96,0.24,0.04
16,4,3,3.05,-131.92,"5,041.28",-102.64,nan,43.48,72.81,1433,723,710,50.45,0.66,0.04,-5.35,nan,-103.16,-103.16,0.96,0.26,0.04
19,8,6,2.59,"5,519.68","6,519.72",10.39,2.52,43.44,1.57,1218,725,493,59.52,1.03,0.04,0.33,0.15,-16.92,-16.92,0.96,0.28,0.04
15,5,6,2.80,"5,421.92","6,250.64",8.44,2.06,43.82,1.30,1317,636,681,48.29,1.02,0.04,0.39,0.15,-14.18,-14.18,0.96,0.27,0.04
11,6,7,2.91,"5,421.16","6,476.96",8.42,2.06,43.94,1.54,1366,663,703,48.54,1.02,0.04,0.31,0.12,-17.34,-17.34,0.96,0.26,0.04
15,5,3,3.03,-765.76,"5,041.28",-115.32,nan,43.82,60.49,1424,790,634,55.48,0.65,0.04,-4.93,nan,-115.74,-115.74,0.96,0.26,0.04
10,3,5,3.31,"5,354.32","6,200.24",7.09,1.74,43.91,1.02,1557,641,916,41.17,1.02,0.04,0.45,0.10,-16.86,-16.86,0.96,0.24,0.04
18,5,6,2.73,"5,460.32","6,262.80",9.21,2.24,43.46,1.29,1282,620,662,48.36,1.03,0.04,0.43,0.16,-13.73,-13.73,0.96,0.28,0.04
14,5,6,2.84,"5,250.84","6,022.04",5.02,1.24,43.91,1.35,1334,641,693,48.05,1.01,0.03,0.23,0.08,-15.45,-15.45,0.96,0.27,0.03
15,10,3,2.92,"-2,850.04","5,090.16",-157.00,nan,43.82,37.12,1371,960,411,70.02,0.63,0.03,-3.87,nan,-156.53,-156.53,0.96,0.26,0.03
10,6,7,3.00,"5,247.84","6,492.08",4.96,1.23,43.91,1.58,1409,681,728,48.33,1.01,0.03,0.18,0.06,-20.21,-20.21,0.96,0.26,0.03
11,4,3,3.31,-986.96,"5,041.28",-119.74,nan,43.94,162.92,1554,772,782,49.68,0.64,0.03,-5.76,nan,-120.12,-120.12,0.96,0.24,0.03
12,9,7,2.69,"5,352.64","6,386.72",7.05,1.73,43.98,1.86,1264,735,529,58.15,1.01,0.03,0.19,0.09,-19.02,-19.02,0.96,0.27,0.03
10,8,7,2.89,"5,287.32","6,428.16",5.75,1.42,43.91,1.82,1357,750,607,55.27,1.01,0.03,0.16,0.08,-18.80,-18.80,0.96,0.26,0.03
20,8,6,2.58,"5,347.12","6,388.40",6.94,1.71,43.21,1.59,1212,719,493,59.32,1.02,0.03,0.22,0.10,-17.45,-17.45,0.96,0.28,0.03
14,9,4,2.87,-224.00,"5,158.00",-104.48,nan,43.91,115.92,1350,880,470,65.19,0.76,0.03,-2.79,nan,-105.07,-105.07,0.96,0.26,0.03
17,5,6,2.75,"5,336.68","6,139.16",6.73,1.66,43.38,1.31,1293,623,670,48.18,1.02,0.03,0.32,0.12,-14.24,-14.24,0.96,0.28,0.03
17,8,6,2.64,"5,271.16","6,248.80",5.42,1.34,43.38,1.62,1241,735,506,59.23,1.01,0.03,0.17,0.07,-18.61,-18.61,0.96,0.28,0.03
18,8,6,2.61,"5,387.28","6,358.56",7.75,1.90,43.46,1.60,1228,729,499,59.36,1.02,0.03,0.25,0.10,-18.73,-18.73,0.96,0.28,0.03
12,6,3,3.15,"-2,192.68","5,055.04",-143.85,nan,43.98,727.62,1482,869,613,58.64,0.62,0.02,-5.01,nan,-143.92,-143.92,0.96,0.25,0.02
16,5,6,2.78,"5,160.56","5,989.28",3.21,0.80,43.48,1.34,1306,626,680,47.93,1.01,0.02,0.15,0.05,-14.80,-14.80,0.96,0.27,0.02
16,8,6,2.67,"5,126.28","6,310.12",2.53,0.63,43.48,1.64,1253,740,513,59.06,1.01,0.02,0.08,0.03,-19.67,-19.67,0.96,0.28,0.02
12,10,7,2.66,"5,158.76","6,476.68",3.18,0.79,43.98,1.95,1251,756,495,60.43,1.01,0.02,0.08,0.03,-23.12,-23.12,0.96,0.27,0.02
13,8,6,2.76,"5,074.20","6,424.08",1.48,0.37,43.91,1.64,1295,764,531,59.00,1.00,0.01,0.04,0.02,-21.91,-21.91,0.96,0.27,0.01
19,5,3,2.93,-704.96,"5,041.28",-114.10,nan,43.44,28.57,1379,762,617,55.26,0.65,0.01,-5.03,nan,-114.53,-114.53,0.96,0.26,0.01
10,10,7,2.81,"5,005.72","6,435.72",0.11,0.03,43.91,2.07,1322,797,525,60.29,1.00,0.01,0.00,0.00,-23.85,-23.85,0.96,0.26,0.01
12,5,6,2.95,"5,070.12","6,295.80",1.40,0.35,43.98,1.36,1387,663,724,47.80,1.00,0.01,0.06,0.02,-20.38,-20.38,0.96,0.26,0.01
13,10,3,2.98,"-3,008.48","5,055.04",-160.17,nan,43.91,33.08,1402,982,420,70.04,0.63,0.01,-3.86,nan,-160.06,-160.06,0.96,0.26,0.01
15,8,6,2.69,"5,063.88","6,355.16",1.28,0.32,43.82,1.63,1263,745,518,58.99,1.00,0.01,0.04,0.02,-21.22,-21.22,0.96,0.28,0.01
11,7,7,2.86,"5,085.92","6,218.16",1.72,0.43,43.94,1.71,1342,696,646,51.86,1.00,0.01,0.06,0.02,-20.34,-20.34,0.96,0.26,0.01
14,10,4,2.85,-470.36,"5,119.00",-109.41,nan,43.91,52.50,1339,902,437,67.36,0.76,0.01,-2.70,nan,-109.92,-109.92,0.96,0.26,0.01
12,8,3,3.10,"-2,712.92","5,055.04",-154.26,nan,43.98,87.36,1458,953,505,65.36,0.63,0.01,-4.28,nan,-154.21,-154.21,0.96,0.25,0.01
11,8,3,3.18,"-3,441.28","5,055.16",-168.83,nan,43.94,25.37,1497,969,528,64.73,0.61,0.00,-4.54,nan,-168.62,-168.62,0.96,0.25,0.0
10,7,7,2.94,"4,790.08","6,135.76",-4.20,-1.07,43.91,1.80,1383,713,670,51.55,0.99,-0.00,-0.13,-0.05,-23.03,-23.03,0.96,0.26,-0.0
14,8,6,2.72,"4,894.04","6,152.76",-2.12,-0.54,43.91,1.68,1279,752,527,58.80,1.00,0.00,-0.06,-0.03,-21.39,-21.39,0.96,0.27,0.0
14,10,3,2.95,"-2,889.88","5,055.04",-157.80,nan,43.91,35.83,1387,972,415,70.08,0.63,-0.00,-3.85,nan,-157.71,-157.71,0.96,0.26,-0.0
11,10,7,2.73,"4,879.08","6,236.76",-2.42,-0.61,43.94,2.03,1283,772,511,60.17,1.00,0.00,-0.06,-0.03,-22.85,-22.85,0.96,0.27,0.0
20,6,6,2.66,"4,921.24","5,986.68",-1.58,-0.40,43.21,1.45,1249,649,600,51.96,1.00,0.00,-0.06,-0.02,-18.76,-18.76,0.96,0.28,0.0
11,9,7,2.76,"4,854.24","6,300.32",-2.92,-0.74,43.94,1.95,1299,749,550,57.66,0.99,0.00,-0.08,-0.03,-24.02,-24.02,0.96,0.27,0.0
19,6,6,2.67,"4,762.56","5,952.96",-4.75,-1.22,43.44,1.47,1256,650,606,51.75,0.99,-0.01,-0.19,-0.06,-20.96,-20.96,0.96,0.28,-0.01
17,6,6,2.72,"4,706.52","5,945.52",-5.87,-1.51,43.38,1.50,1277,660,617,51.68,0.98,-0.01,-0.23,-0.07,-21.81,-21.81,0.96,0.28,-0.01
19,7,3,2.87,"-1,315.28","5,083.92",-126.31,nan,43.44,77.35,1347,850,497,63.10,0.65,-0.01,-4.26,nan,-126.41,-126.41,0.96,0.27,-0.01
20,6,3,2.88,-848.96,"5,067.68",-116.98,nan,43.21,70.33,1354,810,544,59.82,0.66,-0.01,-4.48,nan,-117.30,-117.30,0.96,0.27,-0.01
15,6,6,2.77,"4,708.00","5,969.32",-5.84,-1.51,43.82,1.49,1300,672,628,51.69,0.99,-0.01,-0.23,-0.07,-22.09,-22.09,0.96,0.27,-0.01
13,4,5,3.03,"4,856.72","6,010.16",-2.87,-0.73,43.91,1.18,1422,668,754,46.98,0.99,-0.01,-0.15,-0.03,-21.32,-21.32,0.96,0.26,-0.01
13,6,6,2.84,"4,725.84","6,196.92",-5.48,-1.41,43.91,1.49,1334,690,644,51.72,0.99,-0.01,-0.21,-0.06,-24.67,-24.67,0.96,0.27,-0.01
16,8,3,2.93,"-1,723.72","5,082.76",-134.47,nan,43.48,70.56,1378,911,467,66.11,0.65,-0.01,-3.97,nan,-134.45,-134.45,0.96,0.26,-0.01
18,6,6,2.69,"4,721.40","5,919.24",-5.57,-1.43,43.46,1.50,1265,654,611,51.70,0.99,-0.01,-0.22,-0.07,-21.21,-21.21,0.96,0.28,-0.01
10,5,6,3.11,"4,725.88","6,239.76",-5.48,-1.41,43.91,1.43,1463,693,770,47.37,0.99,-0.01,-0.23,-0.06,-25.18,-25.18,0.96,0.25,-0.01
11,9,3,3.16,"-4,173.92","5,067.68",-183.48,nan,43.94,70.79,1483,990,493,66.76,0.60,-0.01,-4.51,nan,-182.91,-182.91,0.96,0.25,-0.01
10,9,7,2.85,"4,684.64","6,077.76",-6.31,-1.63,43.91,2.11,1339,770,569,57.51,0.99,-0.01,-0.16,-0.07,-24.03,-24.03,0.96,0.26,-0.01
16,9,4,2.81,49.48,"5,237.80",-99.01,-68.76,43.48,20.58,1323,865,458,65.38,0.77,-0.02,-2.70,-0.69,-99.77,-99.77,0.96,0.27,-0.02
18,7,6,2.64,"4,551.16","5,827.48",-8.98,-2.34,43.46,1.64,1241,685,556,55.20,0.98,-0.02,-0.32,-0.10,-22.89,-22.89,0.96,0.28,-0.02
20,7,6,2.61,"4,546.00","5,844.12",-9.08,-2.37,43.21,1.61,1225,676,549,55.18,0.98,-0.02,-0.33,-0.10,-23.20,-23.20,0.96,0.29,-0.02
19,7,6,2.62,"4,588.56","5,806.20",-8.23,-2.14,43.44,1.61,1231,680,551,55.24,0.98,-0.02,-0.29,-0.10,-21.96,-21.96,0.96,0.28,-0.02
16,6,6,2.74,"4,600.40","5,880.56",-7.99,-2.08,43.48,1.50,1290,665,625,51.55,0.98,-0.02,-0.31,-0.09,-22.75,-22.75,0.96,0.27,-0.02
12,8,6,2.82,"4,524.52","6,120.64",-9.51,-2.49,43.98,1.75,1327,775,552,58.40,0.98,-0.02,-0.28,-0.09,-27.02,-27.02,0.96,0.27,-0.02
11,5,6,3.03,"4,701.72","6,250.88",-5.97,-1.54,43.94,1.41,1422,673,749,47.33,0.98,-0.02,-0.25,-0.06,-25.70,-25.70,0.96,0.26,-0.02
20,4,3,2.96,32.64,"5,041.28",-99.35,-71.87,43.21,25.64,1389,701,688,50.47,0.66,-0.02,-5.35,-0.72,-99.90,-99.90,0.96,0.26,-0.02
16,6,3,2.97,"-1,323.52","5,067.68",-126.47,nan,43.48,55.35,1398,830,568,59.37,0.64,-0.02,-4.68,nan,-126.66,-126.66,0.96,0.26,-0.02
17,7,6,2.67,"4,506.28","5,741.72",-9.87,-2.59,43.38,1.65,1253,691,562,55.15,0.98,-0.03,-0.35,-0.11,-22.52,-22.52,0.96,0.28,-0.03
20,10,4,2.71,-79.76,"5,170.24",-101.60,nan,43.21,76.22,1274,860,414,67.50,0.76,-0.03,-2.64,nan,-102.27,-102.27,0.96,0.27,-0.03
14,6,6,2.80,"4,536.92","5,993.12",-9.26,-2.42,43.91,1.54,1317,678,639,51.48,0.98,-0.03,-0.36,-0.10,-25.26,-25.26,0.96,0.27,-0.03
18,10,4,2.75,-143.32,"5,212.80",-102.87,nan,43.46,127.91,1293,873,420,67.52,0.76,-0.03,-2.63,nan,-103.47,-103.47,0.96,0.27,-0.03
14,5,3,3.07,"-1,011.84","5,041.28",-120.24,nan,43.91,26.21,1441,795,646,55.17,0.65,-0.03,-5.08,nan,-120.62,-120.62,0.96,0.25,-0.03
19,4,5,2.86,"4,623.44","5,744.84",-7.53,-1.95,43.44,1.18,1344,626,718,46.58,0.98,-0.03,-0.42,-0.10,-20.48,-20.48,0.96,0.27,-0.03
16,10,4,2.79,-188.12,"5,212.80",-103.76,nan,43.48,65.08,1313,887,426,67.56,0.76,-0.03,-2.61,nan,-104.33,-104.33,0.96,0.27,-0.03
10,6,3,3.32,"-2,753.16","5,081.44",-155.06,nan,43.91,42.92,1559,910,649,58.37,0.62,-0.03,-5.13,nan,-154.72,-154.72,0.96,0.24,-0.03
10,7,4,3.20,"-1,307.48","5,306.20",-126.15,nan,43.91,129.75,1502,875,627,58.26,0.72,-0.03,-3.73,nan,-125.40,-125.40,0.96,0.25,-0.03
16,7,6,2.69,"4,490.16","5,841.44",-10.20,-2.67,43.48,1.64,1266,698,568,55.13,0.98,-0.03,-0.35,-0.11,-24.12,-24.12,0.96,0.28,-0.03
14,4,5,2.99,"4,587.80","5,771.12",-8.24,-2.14,43.91,1.23,1405,654,751,46.55,0.97,-0.03,-0.44,-0.09,-22.96,-22.96,0.96,0.26,-0.03
18,4,5,2.88,"4,524.80","5,702.36",-9.50,-2.49,43.46,1.21,1355,629,726,46.42,0.97,-0.04,-0.53,-0.12,-21.62,-21.62,0.96,0.27,-0.04
12,4,3,3.23,-586.08,"5,041.28",-111.72,nan,43.98,24.51,1517,761,756,50.16,0.65,-0.04,-5.50,nan,-112.17,-112.17,0.96,0.24,-0.04
14,7,3,3.00,"-1,762.16","5,055.04",-135.24,nan,43.91,48.35,1409,886,523,62.88,0.64,-0.04,-4.35,nan,-135.40,-135.40,0.96,0.26,-0.04
18,8,3,2.88,"-1,558.96","5,082.76",-131.18,nan,43.46,88.17,1354,896,458,66.17,0.65,-0.04,-3.94,nan,-131.21,-131.21,0.96,0.26,-0.04
12,4,5,3.11,"4,457.12","5,930.24",-10.86,-2.85,43.98,1.26,1462,678,784,46.37,0.97,-0.04,-0.56,-0.11,-25.82,-25.82,0.96,0.25,-0.04
13,7,6,2.79,"4,325.60","5,978.12",-13.49,-3.58,43.91,1.68,1310,720,590,54.96,0.97,-0.04,-0.45,-0.13,-28.60,-28.60,0.96,0.27,-0.04
20,4,5,2.85,"4,480.88","5,733.32",-10.38,-2.73,43.21,1.20,1338,620,718,46.34,0.97,-0.04,-0.58,-0.12,-22.81,-22.81,0.96,0.27,-0.04
13,7,3,3.03,"-1,942.00","5,055.04",-138.84,nan,43.91,48.14,1425,894,531,62.74,0.64,-0.04,-4.41,nan,-138.96,-138.96,0.96,0.26,-0.04
19,9,6,2.57,"4,220.84","5,821.20",-15.58,-4.18,43.44,1.89,1209,735,474,60.79,0.96,-0.04,-0.45,-0.15,-28.48,-28.48,0.96,0.28,-0.04
15,7,6,2.71,"4,387.76","5,826.48",-12.24,-3.24,43.82,1.65,1276,702,574,55.02,0.97,-0.04,-0.42,-0.13,-25.68,-25.68,0.96,0.28,-0.04
15,4,5,2.95,"4,520.12","5,725.04",-9.60,-2.51,43.82,1.21,1387,644,743,46.43,0.97,-0.04,-0.52,-0.11,-22.01,-22.01,0.96,0.26,-0.04
16,10,3,2.90,"-2,713.88","5,090.16",-154.28,nan,43.48,61.74,1362,955,407,70.12,0.63,-0.04,-3.83,nan,-153.86,-153.86,0.96,0.26,-0.04
10,9,3,3.24,"-4,371.04","5,067.68",-187.42,nan,43.91,56.10,1521,1016,505,66.80,0.60,-0.05,-4.49,nan,-186.80,-186.80,0.96,0.24,-0.05
